Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,35.2,35.2,29.4,29.4,4.3,4.3,62.9,62.9,1.1,1.1,2.4,2.4,100.0,100.0,5802.0,5802.0,1002.0,1002.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,156.9,156.9,27.4,27.4,1.5,1.5,59.0,59.0,8.6,8.6,3.4,3.4,100.0,100.0,3997.0,3997.0,705.0,705.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,2.1,2.1,0.3,0.3,15.7,15.7,37.4,37.4,35.7,35.7,11.2,11.2,0.0,0.0,100.0,100.0,172.0,172.0,25.0,25.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,2.6,2.6,0.2,0.2,14.9,14.9,43.2,43.2,30.4,30.4,11.5,11.5,0.0,0.0,100.0,100.0,169.0,169.0,23.0,23.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,29.6,29.6,5.9,5.9,94.6,94.6,0.7,0.7,2.8,2.8,1.8,1.8,0.0,0.0,100.0,100.0,2459.0,2459.0,338.0,338.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,28.1,28.1,4.7,4.7,65.1,65.1,2.8,2.8,4.4,4.4,26.3,26.3,1.3,1.3,100.0,100.0,1806.0,1806.0,260.0,260.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,68.3,68.3,12.1,12.1,1.9,1.9,0.5,0.5,92.0,92.0,5.7,5.7,0.0,0.0,100.0,100.0,5673.0,5673.0,813.0,813.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,69.3,69.3,16.4,16.4,15.0,15.0,0.3,0.3,56.5,56.5,28.1,28.1,0.1,0.1,100.0,100.0,4463.0,4463.0,647.0,647.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,18.3,18.3,29.6,29.6,1.3,1.3,64.4,64.4,4.6,4.6,0.0,0.0,100.0,100.0,8304.0,8304.0,1176.0,1176.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,21.4,21.4,29.1,29.1,2.1,2.1,41.2,41.2,27.2,27.2,0.4,0.4,100.0,100.0,6438.0,6438.0,930.0,930.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,2.2,2.2,0.6,0.6,11.6,11.6,41.8,41.8,36.6,36.6,10.1,10.1,0.0,0.0,100.0,100.0,289.0,289.0,56.0,56.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,2.5,2.5,0.4,0.4,13.3,13.3,42.2,42.2,34.2,34.2,10.3,10.3,0.0,0.0,100.0,100.0,255.0,255.0,48.0,48.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,24.1,24.1,4.9,4.9,93.6,93.6,0.8,0.8,3.7,3.7,1.9,1.9,0.0,0.0,100.0,100.0,3229.0,3229.0,540.0,540.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,23.4,23.4,4.9,4.9,64.9,64.9,2.2,2.2,4.9,4.9,26.7,26.7,1.3,1.3,100.0,100.0,2397.0,2397.0,401.0,401.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,73.7,73.7,15.4,15.4,1.8,1.8,0.5,0.5,92.0,92.0,5.7,5.7,0.1,0.1,100.0,100.0,9857.0,9857.0,1714.0,1714.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,74.2,74.2,37.0,37.0,10.3,10.3,0.3,0.3,62.4,62.4,26.8,26.8,0.2,0.2,100.0,100.0,7611.0,7611.0,1326.0,1326.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,20.9,20.9,24.1,24.1,1.4,1.4,69.5,69.5,4.9,4.9,0.1,0.1,100.0,100.0,13375.0,13375.0,2310.0,2310.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,42.3,42.3,23.1,23.1,1.8,1.8,48.3,48.3,26.4,26.4,0.5,0.5,100.0,100.0,10262.0,10262.0,1775.0,1775.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,2.3,2.3,1.0,1.0,5.5,5.5,48.2,48.2,37.9,37.9,8.3,8.3,0.0,0.0,100.0,100.0,117.0,117.0,31.0,31.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.3,2.3,0.7,0.7,10.2,10.2,40.2,40.2,41.5,41.5,8.1,8.1,0.0,0.0,100.0,100.0,86.0,86.0,25.0,25.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,15.2,15.2,3.3,3.3,90.1,90.1,1.2,1.2,6.5,6.5,2.0,2.0,0.2,0.2,100.0,100.0,770.0,770.0,202.0,202.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,15.4,15.4,5.2,5.2,64.1,64.1,0.4,0.4,6.6,6.6,27.8,27.8,1.0,1.0,100.0,100.0,590.0,590.0,141.0,141.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,82.5,82.5,20.9,20.9,1.6,1.6,0.5,0.5,92.0,92.0,5.8,5.8,0.2,0.2,100.0,100.0,4184.0,4184.0,901.0,901.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,82.3,82.3,71.6,71.6,3.6,3.6,0.2,0.2,70.7,70.7,25.0,25.0,0.4,0.4,100.0,100.0,3148.0,3148.0,679.0,679.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,25.2,25.2,15.1,15.1,1.7,1.7,77.7,77.7,5.3,5.3,0.2,0.2,100.0,100.0,5071.0,5071.0,1134.0,1134.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,77.5,77.5,13.1,13.1,1.2,1.2,60.1,60.1,25.0,25.0,0.5,0.5,100.0,100.0,3825.0,3825.0,845.0,845.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,84.4,84.4,26.3,26.3,91.2,91.2,0.0,0.0,8.7,8.7,0.1,0.1,0.0,0.0,100.0,100.0,133.0,133.0,67.0,67.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,79.3,79.3,428.2,428.2,80.2,80.2,0.0,0.0,5.0,5.0,14.1,14.1,0.7,0.7,100.0,100.0,65.0,65.0,38.0,38.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,15.6,15.6,5.3,5.3,0.0,0.0,0.0,0.0,89.8,89.8,10.2,10.2,0.0,0.0,100.0,100.0,25.0,25.0,22.0,22.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,20.7,20.7,14.6,14.6,0.0,0.0,0.0,0.0,70.4,70.4,29.6,29.6,0.0,0.0,100.0,100.0,17.0,17.0,18.0,18.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,31.6,31.6,77.0,77.0,0.0,0.0,21.3,21.3,1.7,1.7,0.0,0.0,100.0,100.0,158.0,158.0,89.0,89.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,442.8,442.8,63.6,63.6,0.0,0.0,18.6,18.6,17.3,17.3,0.6,0.6,100.0,100.0,82.0,82.0,56.0,56.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,65.9,65.9,17.1,17.1,95.0,95.0,0.0,0.0,4.1,4.1,0.9,0.9,0.0,0.0,100.0,100.0,352.0,352.0,163.0,163.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,62.0,62.0,258.1,258.1,61.6,61.6,0.0,0.0,2.6,2.6,35.0,35.0,0.8,0.8,100.0,100.0,211.0,211.0,91.0,91.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,34.1,34.1,11.4,11.4,19.7,19.7,0.3,0.3,75.2,75.2,4.9,4.9,0.0,0.0,100.0,100.0,183.0,183.0,74.0,74.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,38.0,38.0,18.3,18.3,22.4,22.4,0.0,0.0,57.5,57.5,20.1,20.1,0.0,0.0,100.0,100.0,129.0,129.0,59.0,59.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,28.5,28.5,69.3,69.3,0.1,0.1,28.4,28.4,2.3,2.3,0.0,0.0,100.0,100.0,535.0,535.0,237.0,237.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,276.4,276.4,46.7,46.7,0.0,0.0,23.4,23.4,29.4,29.4,0.5,0.5,100.0,100.0,340.0,340.0,150.0,150.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,58.1,58.1,13.3,13.3,97.3,97.3,0.0,0.0,1.3,1.3,1.4,1.4,0.0,0.0,100.0,100.0,219.0,219.0,96.0,96.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,56.6,56.6,204.0,204.0,53.3,53.3,0.0,0.0,1.5,1.5,44.4,44.4,0.8,0.8,100.0,100.0,146.0,146.0,53.0,53.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,41.9,41.9,14.0,14.0,22.8,22.8,0.3,0.3,72.9,72.9,4.0,4.0,0.0,0.0,100.0,100.0,158.0,158.0,52.0,52.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,43.4,43.4,19.5,19.5,25.8,25.8,0.0,0.0,55.5,55.5,18.7,18.7,0.0,0.0,100.0,100.0,112.0,112.0,41.0,41.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,27.3,27.3,66.1,66.1,0.1,0.1,31.3,31.3,2.5,2.5,0.0,0.0,100.0,100.0,377.0,377.0,148.0,148.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,223.5,223.5,41.4,41.4,0.0,0.0,25.0,25.0,33.2,33.2,0.5,0.5,100.0,100.0,258.0,258.0,94.0,94.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,23.2,23.2,10.3,10.3,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,80.9,80.9,23.0,23.0,85.5,85.5,0.0,0.0,14.5,14.5,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,35.0,35.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,50.7,50.7,59.0,59.0,89.1,89.1,0.0,0.0,10.9,10.9,0.0,0.0,0.0,0.0,100.0,100.0,3.0,3.0,18.0,18.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,19.1,19.1,5.5,5.5,13.7,13.7,26.6,26.6,59.7,59.7,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,10.0,10.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,26.1,26.1,8.3,8.3,66.1,66.1,26.6,26.6,7.3,7.3,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,10.0,10.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,28.5,28.5,71.8,71.8,5.1,5.1,23.1,23.1,0.0,0.0,0.0,0.0,100.0,100.0,7.0,7.0,45.0,45.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,77.6,77.6,62.4,62.4,30.2,30.2,7.4,7.4,0.0,0.0,0.0,0.0,100.0,100.0,5.0,5.0,30.0,30.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,7.0,7.0,3.1,3.1,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1.0,1.0,2.0,2.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,71.5,71.5,17.9,17.9,84.4,84.4,0.0,0.0,15.6,15.6,0.0,0.0,0.0,0.0,100.0,100.0,20.0,20.0,101.0,101.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,51.8,51.8,125.6,125.6,96.8,96.8,0.0,0.0,3.2,3.2,0.0,0.0,0.0,0.0,100.0,100.0,9.0,9.0,48.0,48.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,28.5,28.5,11.5,11.5,3.1,3.1,4.6,4.6,92.3,92.3,0.0,0.0,0.0,0.0,100.0,100.0,8.0,8.0,40.0,40.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,41.1,41.1,64.8,64.8,71.9,71.9,5.1,5.1,22.9,22.9,0.0,0.0,0.0,0.0,100.0,100.0,7.0,7.0,35.0,35.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,29.4,29.4,61.2,61.2,1.3,1.3,37.5,37.5,0.0,0.0,0.0,0.0,100.0,100.0,27.0,27.0,141.0,141.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,193.6,193.6,79.7,79.7,9.2,9.2,11.1,11.1,0.0,0.0,0.0,0.0,100.0,100.0,17.0,17.0,85.0,85.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,68.1,68.1,16.1,16.1,84.0,84.0,0.0,0.0,16.0,16.0,0.0,0.0,0.0,0.0,100.0,100.0,14.0,14.0,66.0,66.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,52.3,52.3,154.6,154.6,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,30.0,30.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,31.9,31.9,13.6,13.6,0.8,0.8,0.0,0.0,99.2,99.2,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,30.0,30.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,47.7,47.7,89.4,89.4,73.3,73.3,0.0,0.0,26.7,26.7,0.0,0.0,0.0,0.0,100.0,100.0,6.0,6.0,25.0,25.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,29.7,29.7,57.5,57.5,0.0,0.0,42.5,42.5,0.0,0.0,0.0,0.0,100.0,100.0,20.0,20.0,96.0,96.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,244.0,244.0,87.3,87.3,0.0,0.0,12.7,12.7,0.0,0.0,0.0,0.0,100.0,100.0,12.0,12.0,55.0,55.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,2.5,2.5,1.7,1.7,8.8,8.8,76.1,76.1,12.8,12.8,2.4,2.4,0.0,0.0,100.0,100.0,411.0,411.0,61.0,61.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,3.6,3.6,14.4,14.4,20.5,20.5,47.5,47.5,11.0,11.0,21.0,21.0,0.0,0.0,100.0,100.0,404.0,404.0,47.0,47.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,39.5,39.5,17.2,17.2,96.3,96.3,0.4,0.4,2.3,2.3,0.8,0.8,0.2,0.2,100.0,100.0,6543.0,6543.0,700.0,700.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,39.9,39.9,265.9,265.9,85.0,85.0,1.2,1.2,8.4,8.4,4.6,4.6,0.7,0.7,100.0,100.0,4481.0,4481.0,501.0,501.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,58.0,58.0,25.2,25.2,5.7,5.7,0.3,0.3,92.3,92.3,1.7,1.7,0.0,0.0,100.0,100.0,9593.0,9593.0,1169.0,1169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,56.5,56.5,197.9,197.9,19.1,19.1,1.3,1.3,71.4,71.4,8.2,8.2,0.0,0.0,100.0,100.0,6345.0,6345.0,765.0,765.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,44.0,44.0,41.6,41.6,2.3,2.3,54.7,54.7,1.4,1.4,0.1,0.1,100.0,100.0,16548.0,16548.0,1930.0,1930.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,478.2,478.2,45.4,45.4,2.9,2.9,44.1,44.1,7.2,7.2,0.3,0.3,100.0,100.0,11230.0,11230.0,1313.0,1313.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,3.2,3.2,1.7,1.7,10.1,10.1,75.8,75.8,10.0,10.0,4.2,4.2,0.0,0.0,100.0,100.0,893.0,893.0,141.0,141.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,4.5,4.5,35.5,35.5,28.6,28.6,42.1,42.1,12.3,12.3,16.9,16.9,0.0,0.0,100.0,100.0,861.0,861.0,107.0,107.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,38.3,38.3,17.2,17.2,95.5,95.5,0.3,0.3,2.5,2.5,1.5,1.5,0.3,0.3,100.0,100.0,10557.0,10557.0,1192.0,1192.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,38.6,38.6,200.0,200.0,82.8,82.8,0.8,0.8,10.2,10.2,5.6,5.6,0.6,0.6,100.0,100.0,7437.0,7437.0,847.0,847.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,58.4,58.4,24.4,24.4,5.0,5.0,0.3,0.3,92.7,92.7,1.9,1.9,0.1,0.1,100.0,100.0,16086.0,16086.0,2141.0,2141.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,56.9,56.9,192.9,192.9,15.6,15.6,1.0,1.0,75.2,75.2,8.2,8.2,0.0,0.0,100.0,100.0,10966.0,10966.0,1408.0,1408.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,43.4,43.4,39.8,39.8,2.8,2.8,55.4,55.4,1.8,1.8,0.1,0.1,100.0,100.0,27536.0,27536.0,3474.0,3474.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,428.4,428.4,42.1,42.1,2.8,2.8,47.3,47.3,7.6,7.6,0.2,0.2,100.0,100.0,19265.0,19265.0,2362.0,2362.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,4.4,4.4,1.8,1.8,11.2,11.2,75.5,75.5,7.6,7.6,5.7,5.7,0.0,0.0,100.0,100.0,482.0,482.0,80.0,80.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,5.7,5.7,64.9,64.9,35.8,35.8,37.4,37.4,13.6,13.6,13.2,13.2,0.0,0.0,100.0,100.0,458.0,458.0,60.0,60.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,36.5,36.5,17.3,17.3,94.1,94.1,0.2,0.2,2.8,2.8,2.5,2.5,0.3,0.3,100.0,100.0,4014.0,4014.0,492.0,492.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,36.8,36.8,107.9,107.9,79.5,79.5,0.1,0.1,13.0,13.0,7.1,7.1,0.3,0.3,100.0,100.0,2955.0,2955.0,346.0,346.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,59.1,59.1,23.2,23.2,4.0,4.0,0.3,0.3,93.4,93.4,2.2,2.2,0.1,0.1,100.0,100.0,6493.0,6493.0,972.0,972.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,57.5,57.5,186.0,186.0,10.8,10.8,0.6,0.6,80.4,80.4,8.2,8.2,0.0,0.0,100.0,100.0,4621.0,4621.0,643.0,643.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,42.3,42.3,37.2,37.2,3.5,3.5,56.5,56.5,2.5,2.5,0.2,0.2,100.0,100.0,10988.0,10988.0,1544.0,1544.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,358.8,358.8,37.5,37.5,2.5,2.5,51.8,51.8,8.1,8.1,0.1,0.1,100.0,100.0,8034.0,8034.0,1049.0,1049.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,1.2,1.2,0.4,0.4,50.7,50.7,41.2,41.2,8.1,8.1,0.0,0.0,0.0,0.0,100.0,100.0,121.0,121.0,32.0,32.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,1.5,1.5,1.7,1.7,39.2,39.2,25.4,25.4,11.9,11.9,23.6,23.6,0.0,0.0,100.0,100.0,111.0,111.0,31.0,31.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,55.4,55.4,10.9,10.9,94.6,94.6,0.3,0.3,4.6,4.6,0.4,0.4,0.0,0.0,100.0,100.0,5632.0,5632.0,974.0,974.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,55.2,55.2,52.5,52.5,81.2,81.2,0.5,0.5,14.1,14.1,4.2,4.2,0.0,0.0,100.0,100.0,4103.0,4103.0,675.0,675.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,43.4,43.4,11.3,11.3,5.8,5.8,0.0,0.0,91.2,91.2,2.7,2.7,0.3,0.3,100.0,100.0,4407.0,4407.0,836.0,836.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,43.3,43.3,44.1,44.1,19.6,19.6,0.1,0.1,72.5,72.5,7.8,7.8,0.0,0.0,100.0,100.0,3216.0,3216.0,608.0,608.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,22.7,22.7,55.6,55.6,0.7,0.7,42.2,42.2,1.4,1.4,0.1,0.1,100.0,100.0,10160.0,10160.0,1842.0,1842.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,98.3,98.3,53.9,53.9,0.7,0.7,39.4,39.4,6.0,6.0,0.0,0.0,100.0,100.0,7430.0,7430.0,1314.0,1314.0
