Country,StateName,StateCode,Year,TRU,D7294_3,D7294_4,Hospitalisation_cases_received_treatment_%_sum,Hospitalisation_cases_received_treatment_%_avg,Average_duration_of_treatment_of_hospitalised_cases_sum,Average_duration_of_treatment_of_hospitalised_cases_avg,"Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_sum","Treatment_of_hospitalised_cases_from_government_or_public_hospital_including_hsc,phc_or_chc_etc_%_avg",Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_sum,Treatment_of_hospitalised_cases_from_charitable_or_trust_or_ngo_run_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_hospital_%_sum,Treatment_of_hospitalised_cases_from_private_hospital_%_avg,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_sum,Treatment_of_hospitalised_cases_from_private_doctor_or_clinic_%_avg,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_sum,Treatment_of_hospitalised_cases_from_informal_health_care_provider_%_avg,Total_treatment_of_all_hospitalised_cases_%_sum,Total_treatment_of_all_hospitalised_cases_%_avg,Estimated_number_of_hospitalised_cases_sum,Estimated_number_of_hospitalised_cases_avg,Sample_of_hospitalised_cases_sum,Sample_of_hospitalised_cases_avg
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,32.3,32.3,43.9,43.9,0.7,0.7,54.2,54.2,1.2,1.2,0.0,0.0,100.0,100.0,793.0,793.0,394.0,394.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,41.5,41.5,36.3,36.3,1.5,1.5,34.0,34.0,17.6,17.6,10.6,10.6,100.0,100.0,572.0,572.0,271.0,271.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.2,1.2,0.3,0.3,4.9,4.9,37.1,37.1,58.0,58.0,0.0,0.0,0.0,0.0,100.0,100.0,15.0,15.0,14.0,14.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,1.1,1.1,1.0,1.0,11.2,11.2,75.5,75.5,7.5,7.5,5.7,5.7,0.0,0.0,100.0,100.0,10.0,10.0,12.0,12.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,35.7,35.7,11.2,11.2,97.7,97.7,1.0,1.0,0.6,0.6,0.6,0.6,0.0,0.0,100.0,100.0,445.0,445.0,273.0,273.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,38.4,38.4,17.5,17.5,70.2,70.2,1.2,1.2,4.7,4.7,8.1,8.1,15.9,15.9,100.0,100.0,334.0,334.0,200.0,200.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,63.1,63.1,25.1,25.1,2.7,2.7,0.0,0.0,91.0,91.0,4.7,4.7,1.5,1.5,100.0,100.0,786.0,786.0,441.0,441.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,60.5,60.5,42.7,42.7,12.5,12.5,0.1,0.1,63.7,63.7,21.2,21.2,2.5,2.5,100.0,100.0,526.0,526.0,309.0,309.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,36.6,36.6,36.6,36.6,0.8,0.8,58.3,58.3,3.2,3.2,1.0,1.0,100.0,100.0,1247.0,1247.0,728.0,728.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,61.3,61.3,34.6,34.6,1.4,1.4,40.4,40.4,16.0,16.0,7.6,7.6,100.0,100.0,870.0,870.0,521.0,521.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,0.6,0.6,0.1,0.1,0.0,0.0,81.9,81.9,18.1,18.1,0.0,0.0,0.0,0.0,100.0,100.0,3.0,3.0,5.0,5.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,0.9,0.9,0.2,0.2,16.6,16.6,52.6,52.6,18.1,18.1,12.6,12.6,0.0,0.0,100.0,100.0,3.0,3.0,5.0,5.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,23.6,23.6,13.3,13.3,95.3,95.3,2.0,2.0,2.0,2.0,0.6,0.6,0.0,0.0,100.0,100.0,107.0,107.0,95.0,95.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,29.6,29.6,29.2,29.2,83.4,83.4,1.8,1.8,7.0,7.0,4.1,4.1,3.8,3.8,100.0,100.0,88.0,88.0,72.0,72.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,75.8,75.8,30.8,30.8,2.0,2.0,0.0,0.0,85.9,85.9,8.7,8.7,3.5,3.5,100.0,100.0,344.0,344.0,234.0,234.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,69.5,69.5,69.6,69.6,9.6,9.6,0.3,0.3,72.4,72.4,16.8,16.8,1.0,1.0,100.0,100.0,207.0,207.0,173.0,173.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,44.2,44.2,24.0,24.0,1.0,1.0,65.7,65.7,6.7,6.7,2.6,2.6,100.0,100.0,454.0,454.0,334.0,334.0
India,Uttarakhand,5,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,99.0,99.0,31.5,31.5,1.2,1.2,52.5,52.5,13.0,13.0,1.8,1.8,100.0,100.0,298.0,298.0,250.0,250.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.8,0.8,0.3,0.3,23.9,23.9,57.8,57.8,13.0,13.0,5.3,5.3,0.0,0.0,100.0,100.0,34.0,34.0,17.0,17.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.6,0.6,0.3,0.3,44.3,44.3,1.8,1.8,43.9,43.9,10.0,10.0,0.0,0.0,100.0,100.0,18.0,18.0,10.0,10.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,35.3,35.3,9.8,9.8,97.6,97.6,0.4,0.4,1.7,1.7,0.3,0.3,0.0,0.0,100.0,100.0,1551.0,1551.0,278.0,278.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,43.3,43.3,20.6,20.6,39.1,39.1,0.6,0.6,44.0,44.0,16.1,16.1,0.1,0.1,100.0,100.0,1361.0,1361.0,193.0,193.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,63.9,63.9,29.2,29.2,7.9,7.9,0.3,0.3,81.6,81.6,10.0,10.0,0.2,0.2,100.0,100.0,2808.0,2808.0,546.0,546.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,56.1,56.1,17.0,17.0,10.1,10.1,0.3,0.3,53.7,53.7,35.3,35.3,0.6,0.6,100.0,100.0,1762.0,1762.0,340.0,340.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,39.3,39.3,39.7,39.7,0.8,0.8,52.8,52.8,6.5,6.5,0.1,0.1,100.0,100.0,4393.0,4393.0,841.0,841.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,37.8,37.8,22.9,22.9,0.4,0.4,49.5,49.5,26.9,26.9,0.4,0.4,100.0,100.0,3140.0,3140.0,543.0,543.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.7,1.7,0.6,0.6,10.6,10.6,55.6,55.6,27.2,27.2,6.7,6.7,0.0,0.0,100.0,100.0,116.0,116.0,35.0,35.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,1.3,1.3,1.3,1.3,16.4,16.4,25.9,25.9,31.5,31.5,19.2,19.2,7.0,7.0,100.0,100.0,61.0,61.0,24.0,24.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,29.9,29.9,8.8,8.8,95.4,95.4,0.3,0.3,3.2,3.2,1.1,1.1,0.0,0.0,100.0,100.0,2047.0,2047.0,445.0,445.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,35.6,35.6,15.8,15.8,41.7,41.7,1.1,1.1,40.4,40.4,16.7,16.7,0.1,0.1,100.0,100.0,1678.0,1678.0,299.0,299.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,68.4,68.4,26.1,26.1,5.2,5.2,0.2,0.2,87.5,87.5,7.0,7.0,0.1,0.1,100.0,100.0,4674.0,4674.0,1091.0,1091.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,63.1,63.1,27.0,27.0,7.4,7.4,0.7,0.7,57.1,57.1,34.1,34.1,0.6,0.6,100.0,100.0,2969.0,2969.0,676.0,676.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,35.5,35.5,32.3,32.3,1.2,1.2,61.2,61.2,5.2,5.2,0.1,0.1,100.0,100.0,6838.0,6838.0,1571.0,1571.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,44.1,44.1,19.8,19.8,1.2,1.2,50.8,50.8,27.7,27.7,0.5,0.5,100.0,100.0,4708.0,4708.0,999.0,999.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,3.4,3.4,1.1,1.1,5.2,5.2,54.6,54.6,32.9,32.9,7.2,7.2,0.0,0.0,100.0,100.0,83.0,83.0,18.0,18.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.8,2.8,3.3,3.3,5.0,5.0,35.8,35.8,26.3,26.3,23.0,23.0,9.9,9.9,100.0,100.0,44.0,44.0,14.0,14.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,20.3,20.3,7.1,7.1,88.6,88.6,0.0,0.0,7.9,7.9,3.5,3.5,0.0,0.0,100.0,100.0,496.0,496.0,167.0,167.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,20.2,20.2,6.2,6.2,52.7,52.7,3.2,3.2,24.9,24.9,19.1,19.1,0.0,0.0,100.0,100.0,317.0,317.0,106.0,106.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,76.3,76.3,20.5,20.5,1.2,1.2,0.0,0.0,96.4,96.4,2.4,2.4,0.0,0.0,100.0,100.0,1866.0,1866.0,545.0,545.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,77.0,77.0,47.0,47.0,3.6,3.6,1.4,1.4,61.9,61.9,32.4,32.4,0.7,0.7,100.0,100.0,1207.0,1207.0,336.0,336.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,28.7,28.7,19.1,19.1,1.8,1.8,76.3,76.3,2.8,2.8,0.0,0.0,100.0,100.0,2445.0,2445.0,730.0,730.0
India,Haryana,6,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,56.5,56.5,13.6,13.6,2.7,2.7,53.4,53.4,29.4,29.4,0.8,0.8,100.0,100.0,1568.0,1568.0,456.0,456.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,78.0,78.0,25.2,25.2,86.9,86.9,0.0,0.0,8.0,8.0,5.1,5.1,0.0,0.0,100.0,100.0,97.0,97.0,20.0,20.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,87.3,87.3,11.1,11.1,86.8,86.8,0.0,0.0,4.4,4.4,8.8,8.8,0.0,0.0,100.0,100.0,176.0,176.0,15.0,15.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,22.0,22.0,4.8,4.8,0.0,0.0,0.0,0.0,81.9,81.9,18.1,18.1,0.0,0.0,100.0,100.0,27.0,27.0,18.0,18.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,12.7,12.7,9.1,9.1,0.0,0.0,0.0,0.0,73.0,73.0,27.0,27.0,0.0,0.0,100.0,100.0,26.0,26.0,13.0,13.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,30.0,30.0,67.8,67.8,0.0,0.0,24.2,24.2,7.9,7.9,0.0,0.0,100.0,100.0,124.0,124.0,38.0,38.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,20.3,20.3,75.8,75.8,0.0,0.0,13.1,13.1,11.1,11.1,0.0,0.0,100.0,100.0,202.0,202.0,28.0,28.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.6,1.6,0.3,0.3,3.6,3.6,85.9,85.9,10.5,10.5,0.0,0.0,0.0,0.0,100.0,100.0,70.0,70.0,15.0,15.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,1.9,1.9,0.9,0.9,57.4,57.4,15.6,15.6,11.2,11.2,15.9,15.9,0.0,0.0,100.0,100.0,56.0,56.0,11.0,11.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,60.8,60.8,15.7,15.7,96.5,96.5,0.8,0.8,0.7,0.7,2.0,2.0,0.0,0.0,100.0,100.0,2732.0,2732.0,311.0,311.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,63.3,63.3,62.2,62.2,83.2,83.2,0.0,0.0,5.0,5.0,9.3,9.3,2.5,2.5,100.0,100.0,1877.0,1877.0,204.0,204.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,37.6,37.6,13.2,13.2,2.5,2.5,0.0,0.0,92.0,92.0,5.5,5.5,0.0,0.0,100.0,100.0,1690.0,1690.0,342.0,342.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,34.8,34.8,50.5,50.5,12.0,12.0,0.3,0.3,62.7,62.7,23.8,23.8,1.2,1.2,100.0,100.0,1033.0,1033.0,202.0,202.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,29.2,29.2,59.7,59.7,1.8,1.8,35.2,35.2,3.3,3.3,0.0,0.0,100.0,100.0,4491.0,4491.0,668.0,668.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,113.6,113.6,57.9,57.9,0.4,0.4,25.2,25.2,14.5,14.5,2.0,2.0,100.0,100.0,2967.0,2967.0,417.0,417.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,1.6,1.6,0.3,0.3,3.6,3.6,85.9,85.9,10.5,10.5,0.0,0.0,0.0,0.0,100.0,100.0,70.0,70.0,15.0,15.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,2.0,2.0,1.0,1.0,57.4,57.4,15.6,15.6,11.2,11.2,15.9,15.9,0.0,0.0,100.0,100.0,56.0,56.0,11.0,11.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,60.3,60.3,15.5,15.5,96.9,96.9,0.8,0.8,0.4,0.4,1.9,1.9,0.0,0.0,100.0,100.0,2635.0,2635.0,291.0,291.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,61.5,61.5,65.9,65.9,82.8,82.8,0.0,0.0,5.0,5.0,9.4,9.4,2.8,2.8,100.0,100.0,1701.0,1701.0,189.0,189.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,38.1,38.1,13.4,13.4,2.5,2.5,0.0,0.0,92.2,92.2,5.3,5.3,0.0,0.0,100.0,100.0,1663.0,1663.0,324.0,324.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,36.4,36.4,53.5,53.5,12.3,12.3,0.3,0.3,62.5,62.5,23.7,23.7,1.2,1.2,100.0,100.0,1008.0,1008.0,189.0,189.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,29.1,29.1,59.5,59.5,1.9,1.9,35.5,35.5,3.1,3.1,0.0,0.0,100.0,100.0,4367.0,4367.0,630.0,630.0
India,Delhi,7,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,120.4,120.4,56.6,56.6,0.5,0.5,26.1,26.1,14.7,14.7,2.1,2.1,100.0,100.0,2765.0,2765.0,389.0,389.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,1.2,1.2,0.6,0.6,10.8,10.8,84.5,84.5,4.6,4.6,0.0,0.0,0.0,0.0,100.0,100.0,130.0,130.0,22.0,22.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,2.0,2.0,0.6,0.6,33.2,33.2,40.0,40.0,15.5,15.5,11.3,11.3,0.0,0.0,100.0,100.0,137.0,137.0,21.0,21.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,49.0,49.0,11.4,11.4,97.7,97.7,0.2,0.2,2.0,2.0,0.1,0.1,0.0,0.0,100.0,100.0,5280.0,5280.0,757.0,757.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,47.9,47.9,61.4,61.4,85.8,85.8,0.3,0.3,6.5,6.5,5.7,5.7,1.7,1.7,100.0,100.0,3349.0,3349.0,469.0,469.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,49.7,49.7,18.6,18.6,4.0,4.0,0.2,0.2,91.8,91.8,3.8,3.8,0.1,0.1,100.0,100.0,5355.0,5355.0,793.0,793.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,50.1,50.1,98.8,98.8,37.5,37.5,0.0,0.0,50.7,50.7,9.1,9.1,2.7,2.7,100.0,100.0,3502.0,3502.0,527.0,527.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,30.5,30.5,50.0,50.0,1.2,1.2,46.7,46.7,2.0,2.0,0.1,0.1,100.0,100.0,10765.0,10765.0,1572.0,1572.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,160.7,160.7,60.6,60.6,0.9,0.9,28.9,28.9,7.5,7.5,2.1,2.1,100.0,100.0,6988.0,6988.0,1017.0,1017.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,1.4,1.4,0.6,0.6,7.2,7.2,89.8,89.8,3.1,3.1,0.0,0.0,0.0,0.0,100.0,100.0,196.0,196.0,44.0,44.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,1.9,1.9,0.7,0.7,29.5,29.5,42.7,42.7,11.8,11.8,16.0,16.0,0.0,0.0,100.0,100.0,179.0,179.0,32.0,32.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,48.8,48.8,12.6,12.6,95.3,95.3,0.2,0.2,2.7,2.7,1.6,1.6,0.1,0.1,100.0,100.0,7083.0,7083.0,1215.0,1215.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,48.5,48.5,72.3,72.3,84.2,84.2,0.2,0.2,6.3,6.3,8.0,8.0,1.2,1.2,100.0,100.0,4642.0,4642.0,760.0,760.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,49.9,49.9,18.7,18.7,3.6,3.6,0.2,0.2,91.7,91.7,4.4,4.4,0.2,0.2,100.0,100.0,7246.0,7246.0,1345.0,1345.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,49.6,49.6,93.7,93.7,34.0,34.0,0.2,0.2,52.4,52.4,11.3,11.3,2.1,2.1,100.0,100.0,4742.0,4742.0,883.0,883.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,31.9,31.9,48.3,48.3,1.4,1.4,47.1,47.1,3.0,3.0,0.2,0.2,100.0,100.0,14526.0,14526.0,2604.0,2604.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,Before,100.0,100.0,166.8,166.8,58.3,58.3,1.0,1.0,29.3,29.3,9.8,9.8,1.6,1.6,100.0,100.0,9563.0,9563.0,1675.0,1675.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,After,1.8,1.8,0.6,0.6,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,66.0,66.0,22.0,22.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Charitable hospital,Before,1.7,1.7,1.2,1.2,17.7,17.7,51.3,51.3,0.0,0.0,31.0,31.0,0.0,0.0,100.0,100.0,43.0,43.0,11.0,11.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,After,48.0,48.0,16.1,16.1,88.3,88.3,0.3,0.3,4.8,4.8,6.1,6.1,0.5,0.5,100.0,100.0,1804.0,1804.0,458.0,458.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Govt. hospital,Before,50.2,50.2,101.8,101.8,80.1,80.1,0.0,0.0,5.8,5.8,14.0,14.0,0.0,0.0,100.0,100.0,1293.0,1293.0,291.0,291.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,After,50.3,50.3,18.9,18.9,2.4,2.4,0.0,0.0,91.2,91.2,5.9,5.9,0.4,0.4,100.0,100.0,1891.0,1891.0,552.0,552.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,Private hospital,Before,48.1,48.1,80.1,80.1,24.1,24.1,0.7,0.7,57.0,57.0,17.6,17.6,0.5,0.5,100.0,100.0,1240.0,1240.0,356.0,356.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,all,After,100.0,100.0,35.6,35.6,43.5,43.5,1.9,1.9,48.2,48.2,5.9,5.9,0.5,0.5,100.0,100.0,3761.0,3761.0,1032.0,1032.0
India,Rajasthan,8,"Agriculture Year (Jul - Jun), 2017",Urban,all,Before,100.0,100.0,183.1,183.1,52.1,52.1,1.2,1.2,30.4,30.4,16.1,16.1,0.3,0.3,100.0,100.0,2576.0,2576.0,658.0,658.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,After,2.7,2.7,1.0,1.0,3.6,3.6,80.7,80.7,14.3,14.3,1.4,1.4,0.0,0.0,100.0,100.0,704.0,704.0,86.0,86.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Charitable hospital,Before,2.8,2.8,1.0,1.0,17.2,17.2,48.8,48.8,14.8,14.8,19.1,19.1,0.0,0.0,100.0,100.0,545.0,545.0,64.0,64.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,After,26.3,26.3,11.1,11.1,92.6,92.6,0.1,0.1,4.6,4.6,2.7,2.7,0.0,0.0,100.0,100.0,6969.0,6969.0,889.0,889.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Govt. hospital,Before,27.2,27.2,34.6,34.6,60.1,60.1,0.4,0.4,15.6,15.6,22.6,22.6,1.3,1.3,100.0,100.0,5377.0,5377.0,662.0,662.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,After,71.0,71.0,24.0,24.0,1.7,1.7,0.2,0.2,87.5,87.5,10.5,10.5,0.1,0.1,100.0,100.0,18814.0,18814.0,2242.0,2242.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,Private hospital,Before,70.1,70.1,39.1,39.1,12.6,12.6,1.5,1.5,50.1,50.1,34.1,34.1,1.7,1.7,100.0,100.0,13872.0,13872.0,1581.0,1581.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,all,After,100.0,100.0,36.1,36.1,25.6,25.6,2.3,2.3,63.8,63.8,8.2,8.2,0.1,0.1,100.0,100.0,26486.0,26486.0,3217.0,3217.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural,all,Before,100.0,100.0,74.7,74.7,25.6,25.6,2.5,2.5,39.7,39.7,30.6,30.6,1.5,1.5,100.0,100.0,19794.0,19794.0,2307.0,2307.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,After,2.5,2.5,0.9,0.9,2.8,2.8,83.3,83.3,12.3,12.3,1.6,1.6,0.0,0.0,100.0,100.0,942.0,942.0,143.0,143.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Charitable hospital,Before,2.7,2.7,0.9,0.9,16.9,16.9,49.2,49.2,12.0,12.0,21.9,21.9,0.0,0.0,100.0,100.0,750.0,750.0,111.0,111.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,After,25.5,25.5,10.5,10.5,92.7,92.7,0.2,0.2,4.3,4.3,2.8,2.8,0.1,0.1,100.0,100.0,9585.0,9585.0,1566.0,1566.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Govt. hospital,Before,26.1,26.1,31.9,31.9,61.6,61.6,0.4,0.4,14.1,14.1,22.5,22.5,1.3,1.3,100.0,100.0,7343.0,7343.0,1140.0,1140.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,After,72.0,72.0,25.2,25.2,1.7,1.7,0.4,0.4,86.6,86.6,11.2,11.2,0.2,0.2,100.0,100.0,27083.0,27083.0,4001.0,4001.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,Private hospital,Before,71.3,71.3,44.9,44.9,10.6,10.6,1.3,1.3,52.2,52.2,34.0,34.0,1.9,1.9,100.0,100.0,20062.0,20062.0,2823.0,2823.0
India,Uttar Pradesh,9,"Agriculture Year (Jul - Jun), 2017",Rural + Urban,all,After,100.0,100.0,36.6,36.6,24.9,24.9,2.4,2.4,63.7,63.7,8.8,8.8,0.1,0.1,100.0,100.0,37609.0,37609.0,5710.0,5710.0
