Country,StateName,StateCode,Year,Number_of_new_cases_notified_of_Tuberculosis_sum,Number_of_new_cases_notified_of_Tuberculosis_avg,Number_of_cases_previously_treated_notified_of_Tuberculosis_sum,Number_of_cases_previously_treated_notified_of_Tuberculosis_avg,Number_of_Programmatic_Management_of_Drug-resistant_Tuberculosis_PMDT_cases_notified_of_Tuberculosis_sum,Number_of_Programmatic_Management_of_Drug-resistant_Tuberculosis_PMDT_cases_notified_of_Tuberculosis_avg,Number_of_notified_Tuberculosis_patients_with_site_of_disease_as_pulmonary_sum,Number_of_notified_Tuberculosis_patients_with_site_of_disease_as_pulmonary_avg,Number_of_notified_Tuberculosis_patients_with_site_of_disease_as_extra_pulmonary_sum,Number_of_notified_Tuberculosis_patients_with_site_of_disease_as_extra_pulmonary_avg,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_microscopy_sum,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_microscopy_avg,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_molecualr_tests_sum,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_molecualr_tests_avg,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_chest_X_ray_sum,Number_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_chest_X_ray_avg,Others_sum,Others_avg,Percentage_of_new_cases_notified_of_Tuberculosis_sum,Percentage_of_new_cases_notified_of_Tuberculosis_avg,Percentage_of_previously_treated_cases_notified_as_Tuberculosis_sum,Percentage_of_previously_treated_cases_notified_as_Tuberculosis_avg,Percentage_of_Programmatic_Management_of_Drug-resistant_Tuberculosis_PMDT_cases_notified_of_Tuberculosis_sum,Percentage_of_Programmatic_Management_of_Drug-resistant_Tuberculosis_PMDT_cases_notified_of_Tuberculosis_avg,Percentage_of_site_of_disease_as_pulmonary_sum,Percentage_of_site_of_disease_as_pulmonary_avg,Percentage_of_site_of_disease_as_extra_pulmonary_sum,Percentage_of_site_of_disease_as_extra_pulmonary_avg,Percentage_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_microscopy_sum,Percentage_of_notified_Tuberculosis_patients_underwent_a_diagnostic_test_through_microscopy_avg,Percentage_of_diagnostic_test_through_molecular_tests_sum,Percentage_of_diagnostic_test_through_molecular_tests_avg,Percentage_of_diagnostic_test_through_chest_X_ray_sum,Percentage_of_diagnostic_test_through_chest_X_ray_avg,Percentage_of_others_sum,Percentage_of_others_avg,Number_of_Drug_Resistant_Tuberculosis_DRTB_cases_sum,Number_of_Drug_Resistant_Tuberculosis_DRTB_cases_avg,Basis_of_diagnosis_was_bacteriologically_confirmed_sum,Basis_of_diagnosis_was_bacteriologically_confirmed_avg,Basis_of_diagnosis_as_clinically_diagnosed_sum,Basis_of_diagnosis_as_clinically_diagnosed_avg,Percentage_of_Drug_Resistant_Tuberculosis_DRTB_cases_notified_sum,Percentage_of_Drug_Resistant_Tuberculosis_DRTB_cases_notified_avg,Percentage_of_cases_on_basis_of_diagnosis_was_bacteriologically_confirmed_sum,Percentage_of_cases_on_basis_of_diagnosis_was_bacteriologically_confirmed_avg,Percentage_of_cases_on_basis_of_diagnosis_as_clinically_diagnosed_sum,Percentage_of_cases_on_basis_of_diagnosis_as_clinically_diagnosed_avg,Number_of_male_Tubercluosis_patients_sum,Number_of_male_Tubercluosis_patients_avg,Number_of_female_patients_sum,Number_of_female_patients_avg,Number_of_transgender_Tubercluosis_patients_sum,Number_of_transgender_Tubercluosis_patients_avg
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2020",10373.03535082,10373.03535082,1080.8301803542,1080.8301803542,,,6845.9098934832,6845.9098934832,4754.6746666984,4754.6746666984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5878.5424288947,5878.5424288947,5722.0421312868,5722.0421312868,,,,,,,6773.5285058396,6773.5285058396,4801.6247559807,4801.6247559807,25.4312983613,25.4312983613
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2021",7763.0,7763.0,953.0,953.0,,,5214.0,5214.0,3616.0,3616.0,2435.0,2435.0,1899.0,1899.0,1662.0,1662.0,2834.0,2834.0,89.0,89.0,11.0,11.0,,,59.0,59.0,41.0,41.0,28.0,28.0,22.0,22.0,19.0,19.0,32.0,32.0,,,4345.0,4345.0,4485.0,4485.0,,,49.0,49.0,51.0,51.0,,,,,,
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2022",9555.0,9555.0,1158.0,1158.0,,,6359.0,6359.0,4467.0,4467.0,2966.0,2966.0,2485.0,2485.0,1873.0,1873.0,3502.0,3502.0,88.3,88.3,10.7,10.7,,,59.0,59.0,41.0,41.0,27.0,27.0,23.0,23.0,17.0,17.0,32.0,32.0,113.0,113.0,5459.0,5459.0,5367.0,5367.0,1.0,1.0,50.0,50.0,50.0,50.0,,,,,,
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2023",10536.0,10536.0,1111.0,1111.0,157.0,157.0,7485.0,7485.0,4319.0,4319.0,2492.0,2492.0,3203.0,3203.0,2070.0,2070.0,6531.0,6531.0,89.3,89.3,9.4,9.4,1.3,1.3,63.4,63.4,36.6,36.6,17.4,17.4,22.4,22.4,14.5,14.5,45.7,45.7,,,,,,,,,,,,,,,,,,
India,Jammu And Kashmir,1,"Calendar Year (Jan - Dec), 2024",10037.0,10037.0,1717.0,1717.0,,,7687.0,7687.0,4067.0,4067.0,,,,,,,,,85.0,85.0,15.0,15.0,,,65.4,65.4,34.6,34.6,,,,,,,,,,,7827.0,7827.0,3927.0,3927.0,,,66.6,66.6,33.4,33.4,,,,,,
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2020",14854.0,14854.0,2099.0,2099.0,,,11375.0,11375.0,6071.0,6071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11701.0,11701.0,5745.0,5745.0,,,,,,,11005.0,11005.0,6421.0,6421.0,20.0,20.0
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2021",11269.0,11269.0,1745.0,1745.0,,,8530.0,8530.0,4894.0,4894.0,4393.0,4393.0,4649.0,4649.0,1178.0,1178.0,3204.0,3204.0,87.0,87.0,13.0,13.0,,,64.0,64.0,36.0,36.0,33.0,33.0,35.0,35.0,9.0,9.0,24.0,24.0,,,9071.0,9071.0,4353.0,4353.0,,,68.0,68.0,32.0,32.0,,,,,,
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2022",12279.0,12279.0,1845.0,1845.0,,,9495.0,9495.0,4997.0,4997.0,5015.0,5015.0,4918.0,4918.0,978.0,978.0,3581.0,3581.0,84.7,84.7,12.7,12.7,,,66.0,66.0,34.0,34.0,35.0,35.0,34.0,34.0,7.0,7.0,25.0,25.0,368.0,368.0,9957.0,9957.0,4535.0,4535.0,2.5,2.5,69.0,69.0,31.0,31.0,,,,,,
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2023",13943.0,13943.0,1760.0,1760.0,386.0,386.0,11042.0,11042.0,5047.0,5047.0,5092.0,5092.0,5567.0,5567.0,1069.0,1069.0,9453.0,9453.0,86.7,86.7,10.9,10.9,2.4,2.4,68.6,68.6,31.4,31.4,24.0,24.0,26.3,26.3,5.0,5.0,44.6,44.6,,,,,,,,,,,,,,,,,,
India,Himachal Pradesh,2,"Calendar Year (Jan - Dec), 2024",13434.0,13434.0,2214.0,2214.0,,,10547.0,10547.0,5101.0,5101.0,,,,,,,,,86.0,86.0,14.0,14.0,,,67.4,67.4,32.6,32.6,,,,,,,,,,,11162.0,11162.0,4486.0,4486.0,,,71.3,71.3,28.7,28.7,,,,,,
India,Punjab,3,"Calendar Year (Jan - Dec), 2020",50841.0,50841.0,6220.0,6220.0,,,41171.0,41171.0,17033.0,17033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31784.0,31784.0,26420.0,26420.0,,,,,,,33811.0,33811.0,24315.0,24315.0,78.0,78.0
India,Punjab,3,"Calendar Year (Jan - Dec), 2021",40230.0,40230.0,5103.0,5103.0,,,31578.0,31578.0,14620.0,14620.0,13662.0,13662.0,12562.0,12562.0,9672.0,9672.0,10302.0,10302.0,89.0,89.0,11.0,11.0,,,68.0,68.0,32.0,32.0,30.0,30.0,27.0,27.0,21.0,21.0,22.0,22.0,,,26309.0,26309.0,19889.0,19889.0,,,57.0,57.0,43.0,43.0,,,,,,
India,Punjab,3,"Calendar Year (Jan - Dec), 2022",44311.0,44311.0,5005.0,5005.0,,,33800.0,33800.0,16342.0,16342.0,13958.0,13958.0,12025.0,12025.0,11842.0,11842.0,12317.0,12317.0,88.4,88.4,10.0,10.0,,,67.0,67.0,33.0,33.0,28.0,28.0,24.0,24.0,24.0,24.0,25.0,25.0,826.0,826.0,26095.0,26095.0,24047.0,24047.0,1.6,1.6,52.0,52.0,48.0,48.0,,,,,,
India,Punjab,3,"Calendar Year (Jan - Dec), 2023",49022.0,49022.0,5394.0,5394.0,734.0,734.0,40593.0,40593.0,14557.0,14557.0,16371.0,16371.0,12681.0,12681.0,12265.0,12265.0,30204.0,30204.0,88.9,88.9,9.8,9.8,1.3,1.3,73.6,73.6,26.4,26.4,22.9,22.9,17.7,17.7,17.1,17.1,42.2,42.2,,,,,,,,,,,,,,,,,,
India,Punjab,3,"Calendar Year (Jan - Dec), 2024",45170.0,45170.0,10054.0,10054.0,,,41238.0,41238.0,13986.0,13986.0,,,,,,,,,82.0,82.0,18.0,18.0,,,74.7,74.7,25.3,25.3,,,,,,,,,,,33245.0,33245.0,21979.0,21979.0,,,60.2,60.2,39.8,39.8,,,,,,
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2020",6111.0,6111.0,799.0,799.0,,,3266.0,3266.0,3760.0,3760.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3075.0,3075.0,3951.0,3951.0,,,,,,,3975.0,3975.0,3036.0,3036.0,15.0,15.0
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2021",3722.0,3722.0,478.0,478.0,,,2029.0,2029.0,2265.0,2265.0,1347.0,1347.0,610.0,610.0,338.0,338.0,1999.0,1999.0,89.0,89.0,11.0,11.0,,,47.0,47.0,53.0,53.0,31.0,31.0,14.0,14.0,8.0,8.0,47.0,47.0,,,1972.0,1972.0,2322.0,2322.0,,,46.0,46.0,54.0,54.0,,,,,,
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2022",4013.0,4013.0,587.0,587.0,,,2394.0,2394.0,2326.0,2326.0,1515.0,1515.0,718.0,718.0,381.0,381.0,2106.0,2106.0,85.0,85.0,12.4,12.4,,,51.0,51.0,49.0,49.0,32.0,32.0,15.0,15.0,8.0,8.0,45.0,45.0,120.0,120.0,2243.0,2243.0,2477.0,2477.0,2.5,2.5,48.0,48.0,52.0,52.0,,,,,,
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2023",5380.0,5380.0,563.0,563.0,123.0,123.0,3276.0,3276.0,2790.0,2790.0,1412.0,1412.0,1572.0,1572.0,337.0,337.0,4157.0,4157.0,88.7,88.7,9.3,9.3,2.0,2.0,54.0,54.0,46.0,46.0,18.9,18.9,21.0,21.0,4.5,4.5,55.6,55.6,,,,,,,,,,,,,,,,,,
India,Chandigarh,4,"Calendar Year (Jan - Dec), 2024",5343.0,5343.0,1378.0,1378.0,,,3874.0,3874.0,2847.0,2847.0,,,,,,,,,79.0,79.0,21.0,21.0,,,57.6,57.6,42.4,42.4,,,,,,,,,,,4528.0,4528.0,2193.0,2193.0,,,67.4,67.4,32.6,32.6,,,,,,
India,Uttarakhand,5,"Calendar Year (Jan - Dec), 2020",22870.0,22870.0,2616.0,2616.0,,,17930.0,17930.0,8130.0,8130.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11825.0,11825.0,14235.0,14235.0,,,,,,,15394.0,15394.0,10636.0,10636.0,30.0,30.0
India,Uttarakhand,5,"Calendar Year (Jan - Dec), 2021",17383.0,17383.0,2048.0,2048.0,,,14012.0,14012.0,5988.0,5988.0,6658.0,6658.0,1711.0,1711.0,7673.0,7673.0,3958.0,3958.0,89.0,89.0,11.0,11.0,,,70.0,70.0,30.0,30.0,33.0,33.0,9.0,9.0,38.0,38.0,20.0,20.0,,,8415.0,8415.0,11585.0,11585.0,,,42.0,42.0,58.0,58.0,,,,,,
India,Uttarakhand,5,"Calendar Year (Jan - Dec), 2022",19924.0,19924.0,2360.0,2360.0,,,16508.0,16508.0,6281.0,6281.0,6311.0,6311.0,3872.0,3872.0,8054.0,8054.0,4552.0,4552.0,87.4,87.4,10.4,10.4,,,72.0,72.0,28.0,28.0,28.0,28.0,17.0,17.0,35.0,35.0,20.0,20.0,505.0,505.0,10260.0,10260.0,12529.0,12529.0,2.2,2.2,45.0,45.0,55.0,55.0,,,,,,
India,Uttarakhand,5,"Calendar Year (Jan - Dec), 2024",23230.0,23230.0,3599.0,3599.0,,,19174.0,19174.0,7655.0,7655.0,,,,,,,,,87.0,87.0,13.0,13.0,,,71.5,71.5,28.5,28.5,,,,,,,,,,,13569.0,13569.0,13260.0,13260.0,,,50.6,50.6,49.4,49.4,,,,,,
India,Haryana,6,"Calendar Year (Jan - Dec), 2020",63473.0,63473.0,9030.0,9030.0,,,51035.0,51035.0,22962.0,22962.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41858.0,41858.0,32139.0,32139.0,,,,,,,45587.0,45587.0,28330.0,28330.0,80.0,80.0
India,Haryana,6,"Calendar Year (Jan - Dec), 2021",53763.0,53763.0,7586.0,7586.0,,,41949.0,41949.0,20748.0,20748.0,15019.0,15019.0,19798.0,19798.0,12609.0,12609.0,15271.0,15271.0,88.0,88.0,12.0,12.0,,,67.0,67.0,33.0,33.0,24.0,24.0,32.0,32.0,20.0,20.0,24.0,24.0,,,35210.0,35210.0,27487.0,27487.0,,,56.0,56.0,44.0,44.0,,,,,,
India,Haryana,6,"Calendar Year (Jan - Dec), 2022",59461.0,59461.0,8223.0,8223.0,,,47042.0,47042.0,22041.0,22041.0,16119.0,16119.0,22639.0,22639.0,12778.0,12778.0,17547.0,17547.0,86.1,86.1,11.9,11.9,,,68.0,68.0,32.0,32.0,23.0,23.0,33.0,33.0,18.0,18.0,25.0,25.0,1399.0,1399.0,38979.0,38979.0,30104.0,30104.0,2.0,2.0,56.0,56.0,44.0,44.0,,,,,,
India,Haryana,6,"Calendar Year (Jan - Dec), 2023",65939.0,65939.0,8233.0,8233.0,1666.0,1666.0,55872.0,55872.0,19966.0,19966.0,17642.0,17642.0,23526.0,23526.0,13342.0,13342.0,38970.0,38970.0,86.9,86.9,10.9,10.9,2.2,2.2,73.7,73.7,26.3,26.3,18.9,18.9,25.2,25.2,14.3,14.3,41.7,41.7,,,,,,,,,,,,,,,,,,
India,Haryana,6,"Calendar Year (Jan - Dec), 2024",66503.0,66503.0,13987.0,13987.0,,,60597.0,60597.0,19893.0,19893.0,,,,,,,,,83.0,83.0,17.0,17.0,,,75.3,75.3,24.7,24.7,,,,,,,,,,,54048.0,54048.0,26442.0,26442.0,,,67.1,67.1,32.9,32.9,,,,,,
India,Delhi,7,"Calendar Year (Jan - Dec), 2020",91835.0,91835.0,12405.0,12405.0,,,49512.0,49512.0,58470.0,58470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50676.0,50676.0,57306.0,57306.0,,,,,,,57778.0,57778.0,50108.0,50108.0,96.0,96.0
India,Delhi,7,"Calendar Year (Jan - Dec), 2021",73725.0,73725.0,9721.0,9721.0,,,40239.0,40239.0,46603.0,46603.0,18050.0,18050.0,27128.0,27128.0,16984.0,16984.0,24680.0,24680.0,88.0,88.0,12.0,12.0,,,46.0,46.0,54.0,54.0,21.0,21.0,31.0,31.0,20.0,20.0,28.0,28.0,,,46420.0,46420.0,40422.0,40422.0,,,53.0,53.0,47.0,47.0,,,,,,
India,Delhi,7,"Calendar Year (Jan - Dec), 2022",88334.0,88334.0,11374.0,11374.0,,,46741.0,46741.0,56297.0,56297.0,25682.0,25682.0,26988.0,26988.0,20864.0,20864.0,29504.0,29504.0,85.7,85.7,11.0,11.0,,,45.0,45.0,55.0,55.0,25.0,25.0,26.0,26.0,20.0,20.0,29.0,29.0,3330.0,3330.0,54067.0,54067.0,48971.0,48971.0,3.2,3.2,52.0,52.0,48.0,48.0,,,,,,
India,Delhi,7,"Calendar Year (Jan - Dec), 2023",90648.0,90648.0,11965.0,11965.0,4118.0,4118.0,68173.0,68173.0,38558.0,38558.0,26942.0,26942.0,24868.0,24868.0,21218.0,21218.0,60645.0,60645.0,84.9,84.9,11.2,11.2,3.9,3.9,63.9,63.9,36.1,36.1,20.2,20.2,18.6,18.6,15.9,15.9,45.4,45.4,,,,,,,,,,,,,,,,,,
India,Delhi,7,"Calendar Year (Jan - Dec), 2024",76469.0,76469.0,24054.0,24054.0,,,63073.0,63073.0,37450.0,37450.0,,,,,,,,,76.0,76.0,24.0,24.0,,,62.7,62.7,37.3,37.3,,,,,,,,,,,61765.0,61765.0,38758.0,38758.0,,,61.4,61.4,38.6,38.6,,,,,,
India,Rajasthan,8,"Calendar Year (Jan - Dec), 2020",152313.0,152313.0,18466.0,18466.0,,,128883.0,128883.0,46335.0,46335.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88674.0,88674.0,86544.0,86544.0,,,,,,,117009.0,117009.0,58051.0,58051.0,158.0,158.0
India,Rajasthan,8,"Calendar Year (Jan - Dec), 2021",115367.0,115367.0,18015.0,18015.0,,,101286.0,101286.0,36057.0,36057.0,39930.0,39930.0,25555.0,25555.0,49122.0,49122.0,22736.0,22736.0,86.0,86.0,14.0,14.0,,,74.0,74.0,26.0,26.0,29.0,29.0,19.0,19.0,36.0,36.0,17.0,17.0,,,65652.0,65652.0,71691.0,71691.0,,,48.0,48.0,52.0,52.0,,,,,,
India,Rajasthan,8,"Calendar Year (Jan - Dec), 2022",126803.0,126803.0,19356.0,19356.0,,,110028.0,110028.0,39197.0,39197.0,44954.0,44954.0,20780.0,20780.0,56343.0,56343.0,27148.0,27148.0,85.0,85.0,13.0,13.0,,,74.0,74.0,26.0,26.0,30.0,30.0,14.0,14.0,38.0,38.0,18.0,18.0,3066.0,3066.0,65866.0,65866.0,83359.0,83359.0,2.1,2.1,44.0,44.0,56.0,56.0,,,,,,
India,Rajasthan,8,"Calendar Year (Jan - Dec), 2023",146481.0,146481.0,19299.0,19299.0,3742.0,3742.0,136440.0,136440.0,33082.0,33082.0,43209.0,43209.0,36316.0,36316.0,59309.0,59309.0,73897.0,73897.0,86.4,86.4,11.4,11.4,2.2,2.2,80.5,80.5,19.5,19.5,20.3,20.3,17.1,17.1,27.9,27.9,34.7,34.7,,,,,,,,,,,,,,,,,,
India,Rajasthan,8,"Calendar Year (Jan - Dec), 2024",135618.0,135618.0,29505.0,29505.0,,,133887.0,133887.0,31236.0,31236.0,,,,,,,,,82.0,82.0,18.0,18.0,,,81.1,81.1,18.9,18.9,,,,,,,,,,,96819.0,96819.0,68304.0,68304.0,,,58.6,58.6,41.4,41.4,,,,,,
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2020",426539.0,426539.0,45897.0,45897.0,,,375414.0,375414.0,110971.0,110971.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208408.0,208408.0,277977.0,277977.0,,,,,,,293521.0,293521.0,192421.0,192421.0,443.0,443.0
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2021",319916.0,319916.0,35557.0,35557.0,,,274956.0,274956.0,91685.0,91685.0,89088.0,89088.0,47896.0,47896.0,172217.0,172217.0,57440.0,57440.0,90.0,90.0,10.0,10.0,,,75.0,75.0,25.0,25.0,24.0,24.0,13.0,13.0,47.0,47.0,16.0,16.0,,,137306.0,137306.0,229335.0,229335.0,,,37.0,37.0,63.0,63.0,,,,,,
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2022",397821.0,397821.0,42904.0,42904.0,,,341444.0,341444.0,112268.0,112268.0,90138.0,90138.0,84916.0,84916.0,203981.0,203981.0,74677.0,74677.0,87.7,87.7,9.5,9.5,,,75.0,75.0,25.0,25.0,20.0,20.0,19.0,19.0,45.0,45.0,16.0,16.0,12987.0,12987.0,175391.0,175391.0,278321.0,278321.0,2.9,2.9,39.0,39.0,61.0,61.0,,,,,,
India,Uttar Pradesh,9,"Calendar Year (Jan - Dec), 2024",556474.0,556474.0,76398.0,76398.0,,,496841.0,496841.0,136031.0,136031.0,,,,,,,,,88.0,88.0,12.0,12.0,,,78.5,78.5,21.5,21.5,,,,,,,,,,,279870.0,279870.0,353002.0,353002.0,,,44.2,44.2,55.8,55.8,,,,,,
India,Bihar,10,"Calendar Year (Jan - Dec), 2020",109010.0,109010.0,10706.0,10706.0,,,100166.0,100166.0,22505.0,22505.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53692.0,53692.0,68979.0,68979.0,,,,,,,79647.0,79647.0,42905.0,42905.0,119.0,119.0
India,Bihar,10,"Calendar Year (Jan - Dec), 2021",88465.0,88465.0,7932.0,7932.0,,,79881.0,79881.0,19113.0,19113.0,17232.0,17232.0,18056.0,18056.0,53234.0,53234.0,10472.0,10472.0,92.0,92.0,8.0,8.0,,,81.0,81.0,19.0,19.0,17.0,17.0,18.0,18.0,54.0,54.0,11.0,11.0,,,35430.0,35430.0,63564.0,63564.0,,,36.0,36.0,64.0,64.0,,,,,,
India,Bihar,10,"Calendar Year (Jan - Dec), 2022",119930.0,119930.0,8942.0,8942.0,,,106915.0,106915.0,24788.0,24788.0,18553.0,18553.0,20218.0,20218.0,76011.0,76011.0,16921.0,16921.0,91.1,91.1,6.8,6.8,,,81.0,81.0,19.0,19.0,14.0,14.0,15.0,15.0,58.0,58.0,13.0,13.0,2831.0,2831.0,38859.0,38859.0,92844.0,92844.0,2.1,2.1,30.0,30.0,70.0,70.0,,,,,,
India,Bihar,10,"Calendar Year (Jan - Dec), 2023",147718.0,147718.0,10083.0,10083.0,3364.0,3364.0,135151.0,135151.0,26014.0,26014.0,19121.0,19121.0,25897.0,25897.0,90754.0,90754.0,44514.0,44514.0,91.7,91.7,6.3,6.3,2.1,2.1,83.9,83.9,16.1,16.1,10.6,10.6,14.4,14.4,50.3,50.3,24.7,24.7,,,,,,,,,,,,,,,,,,
India,Bihar,10,"Calendar Year (Jan - Dec), 2024",168090.0,168090.0,18884.0,18884.0,,,157292.0,157292.0,29682.0,29682.0,,,,,,,,,90.0,90.0,10.0,10.0,,,84.1,84.1,15.9,15.9,,,,,,,,,,,71759.0,71759.0,115215.0,115215.0,,,38.4,38.4,61.6,61.6,,,,,,
India,Sikkim,11,"Calendar Year (Jan - Dec), 2020",1078.0,1078.0,144.0,144.0,,,953.0,953.0,479.0,479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845.0,845.0,587.0,587.0,,,,,,,795.0,795.0,637.0,637.0,,
India,Sikkim,11,"Calendar Year (Jan - Dec), 2021",1015.0,1015.0,119.0,119.0,,,857.0,857.0,469.0,469.0,178.0,178.0,675.0,675.0,218.0,218.0,255.0,255.0,90.0,90.0,10.0,10.0,,,65.0,65.0,35.0,35.0,13.0,13.0,51.0,51.0,16.0,16.0,19.0,19.0,,,855.0,855.0,471.0,471.0,,,64.0,64.0,36.0,36.0,,,,,,
India,Sikkim,11,"Calendar Year (Jan - Dec), 2022",1028.0,1028.0,123.0,123.0,,,874.0,874.0,499.0,499.0,151.0,151.0,731.0,731.0,205.0,205.0,286.0,286.0,74.9,74.9,9.0,9.0,,,64.0,64.0,36.0,36.0,11.0,11.0,53.0,53.0,15.0,15.0,21.0,21.0,222.0,222.0,890.0,890.0,483.0,483.0,16.2,16.2,65.0,65.0,35.0,35.0,,,,,,
India,Sikkim,11,"Calendar Year (Jan - Dec), 2023",1081.0,1081.0,104.0,104.0,210.0,210.0,909.0,909.0,486.0,486.0,44.0,44.0,844.0,844.0,182.0,182.0,369.0,369.0,77.5,77.5,7.5,7.5,15.1,15.1,65.2,65.2,34.8,34.8,3.1,3.1,58.7,58.7,12.6,12.6,25.6,25.6,,,,,,,,,,,,,,,,,,
India,Sikkim,11,"Calendar Year (Jan - Dec), 2024",1086.0,1086.0,305.0,305.0,,,900.0,900.0,491.0,491.0,,,,,,,,,78.0,78.0,22.0,22.0,,,64.7,64.7,35.3,35.3,,,,,,,,,,,975.0,975.0,416.0,416.0,,,70.1,70.1,29.9,29.9,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2020",2395.0,2395.0,388.0,388.0,,,1946.0,1946.0,992.0,992.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1485.0,1485.0,1453.0,1453.0,,,,,,,1570.0,1570.0,1363.0,1363.0,5.0,5.0
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2021",2045.0,2045.0,315.0,315.0,,,1668.0,1668.0,854.0,854.0,724.0,724.0,676.0,676.0,474.0,474.0,648.0,648.0,87.0,87.0,13.0,13.0,,,66.0,66.0,34.0,34.0,29.0,29.0,27.0,27.0,19.0,19.0,26.0,26.0,,,1400.0,1400.0,1122.0,1122.0,,,56.0,56.0,44.0,44.0,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2022",2235.0,2235.0,313.0,313.0,,,1708.0,1708.0,1016.0,1016.0,503.0,503.0,1174.0,1174.0,483.0,483.0,564.0,564.0,82.0,82.0,11.5,11.5,,,63.0,63.0,37.0,37.0,18.0,18.0,43.0,43.0,18.0,18.0,21.0,21.0,176.0,176.0,1677.0,1677.0,1047.0,1047.0,6.5,6.5,62.0,62.0,38.0,38.0,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2023",2484.0,2484.0,245.0,245.0,134.0,134.0,1866.0,1866.0,997.0,997.0,622.0,622.0,888.0,888.0,390.0,390.0,1585.0,1585.0,86.8,86.8,8.6,8.6,4.7,4.7,65.2,65.2,34.8,34.8,17.8,17.8,25.5,25.5,11.2,11.2,45.5,45.5,,,,,,,,,,,,,,,,,,
India,Arunachal Pradesh,12,"Calendar Year (Jan - Dec), 2024",2120.0,2120.0,484.0,484.0,,,1542.0,1542.0,1062.0,1062.0,,,,,,,,,81.0,81.0,19.0,19.0,,,59.2,59.2,40.8,40.8,,,,,,,,,,,1934.0,1934.0,670.0,670.0,,,74.3,74.3,25.7,25.7,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2020",4163.0,4163.0,551.0,551.0,,,3173.0,3173.0,1621.0,1621.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2313.0,2313.0,2481.0,2481.0,,,,,,,2826.0,2826.0,1962.0,1962.0,6.0,6.0
India,Nagaland,13,"Calendar Year (Jan - Dec), 2021",3016.0,3016.0,381.0,381.0,,,2352.0,2352.0,1135.0,1135.0,784.0,784.0,925.0,925.0,900.0,900.0,878.0,878.0,89.0,89.0,11.0,11.0,,,67.0,67.0,33.0,33.0,22.0,22.0,27.0,27.0,26.0,26.0,25.0,25.0,,,1709.0,1709.0,1778.0,1778.0,,,49.0,49.0,51.0,51.0,,,,,,
India,Nagaland,13,"Calendar Year (Jan - Dec), 2022",3149.0,3149.0,407.0,407.0,,,2467.0,2467.0,1181.0,1181.0,776.0,776.0,1132.0,1132.0,873.0,873.0,867.0,867.0,86.3,86.3,11.2,11.2,,,68.0,68.0,32.0,32.0,21.0,21.0,31.0,31.0,24.0,24.0,24.0,24.0,92.0,92.0,1909.0,1909.0,1739.0,1739.0,2.5,2.5,52.0,52.0,48.0,48.0,,,,,,
