Country,StateName,StateCode,Year,I1278_3_sum,I1278_3_avg,I1278_4_sum,I1278_4_avg,I1278_5_sum,I1278_5_avg,I1278_6_sum,I1278_6_avg,I1278_7_sum,I1278_7_avg,I1278_8_sum,I1278_8_avg,I1278_9_sum,I1278_9_avg,I1278_10_sum,I1278_10_avg,I1278_11_sum,I1278_11_avg,I1278_12_sum,I1278_12_avg,I1278_13_sum,I1278_13_avg,I1278_14_sum,I1278_14_avg,I1278_15_sum,I1278_15_avg,I1278_16_sum,I1278_16_avg,I1278_17_sum,I1278_17_avg,I1278_18_sum,I1278_18_avg
India,Tamil Nadu,33,"Calendar Year (Jan - Dec), 2022",93657.0,93657.0,40481.0,40481.0,80353.0,80353.0,5234.0,5234.0,2386.0,2386.0,583.0,583.0,1804.0,1804.0,153.0,153.0,43.2,43.2,85.8,85.8,5.6,5.6,2.5,2.5,0.6,0.6,1.9,1.9,0.2,0.2,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2018",1542.0,1542.0,722.0,722.0,1322.0,1322.0,92.0,92.0,53.0,53.0,23.0,23.0,7.0,7.0,45.0,45.0,77.0,77.0,86.0,86.0,6.0,6.0,3.0,3.0,1.0,1.0,0.0,0.0,3.0,3.0,940.0,940.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2019",1565.0,1565.0,751.0,751.0,1268.0,1268.0,116.0,116.0,43.0,43.0,22.0,22.0,37.0,37.0,79.0,79.0,71.0,71.0,81.0,81.0,7.4,7.4,2.7,2.7,1.4,1.4,2.4,2.4,5.0,5.0,1064.0,1064.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2020",1220.0,1220.0,543.0,543.0,994.0,994.0,80.0,80.0,28.0,28.0,14.0,14.0,37.0,37.0,3.0,3.0,66.0,66.0,81.0,81.0,6.6,6.6,2.3,2.3,1.1,1.1,3.0,3.0,0.2,0.2,827.0,827.0
India,Puducherry,34,"Calendar Year (Jan - Dec), 2021",1369.0,1369.0,593.0,593.0,1103.0,1103.0,74.0,74.0,33.0,33.0,24.0,24.0,30.0,30.0,2.0,2.0,43.3,43.3,80.6,80.6,5.4,5.4,2.4,2.4,1.8,1.8,2.2,2.2,0.1,0.1,,
India,Puducherry,34,"Calendar Year (Jan - Dec), 2022",1485.0,1485.0,674.0,674.0,1215.0,1215.0,115.0,115.0,40.0,40.0,20.0,20.0,32.0,32.0,0.0,0.0,45.4,45.4,81.8,81.8,7.7,7.7,2.7,2.7,1.3,1.3,2.2,2.2,0.0,0.0,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2018",523.0,523.0,146.0,146.0,461.0,461.0,12.0,12.0,18.0,18.0,4.0,4.0,6.0,6.0,22.0,22.0,61.0,61.0,88.0,88.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,4.0,4.0,240.0,240.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2019",554.0,554.0,153.0,153.0,463.0,463.0,25.0,25.0,18.0,18.0,0.0,0.0,7.0,7.0,41.0,41.0,52.0,52.0,84.0,84.0,4.5,4.5,3.2,3.2,0.0,0.0,1.3,1.3,7.4,7.4,292.0,292.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2020",434.0,434.0,141.0,141.0,370.0,370.0,16.0,16.0,6.0,6.0,3.0,3.0,8.0,8.0,1.0,1.0,58.0,58.0,85.0,85.0,3.7,3.7,1.4,1.4,0.7,0.7,1.8,1.8,0.2,0.2,242.0,242.0
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2021",480.0,480.0,167.0,167.0,416.0,416.0,13.0,13.0,12.0,12.0,2.0,2.0,10.0,10.0,3.0,3.0,34.8,34.8,86.7,86.7,2.7,2.7,2.5,2.5,0.4,0.4,2.1,2.1,0.6,0.6,,
India,Andaman And Nicobar Islands,35,"Calendar Year (Jan - Dec), 2022",508.0,508.0,226.0,226.0,432.0,432.0,14.0,14.0,16.0,16.0,8.0,8.0,13.0,13.0,0.0,0.0,44.5,44.5,85.0,85.0,2.8,2.8,3.1,3.1,1.6,1.6,2.6,2.6,0.0,0.0,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2018",51318.0,51318.0,22929.0,22929.0,46274.0,46274.0,1850.0,1850.0,830.0,830.0,350.0,350.0,377.0,377.0,1637.0,1637.0,79.0,79.0,90.0,90.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,29195.0,29195.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2019",69076.0,69076.0,27594.0,27594.0,61740.0,61740.0,2392.0,2392.0,556.0,556.0,331.0,331.0,683.0,683.0,3374.0,3374.0,74.0,74.0,89.0,89.0,3.5,3.5,0.8,0.8,0.5,0.5,1.0,1.0,4.9,4.9,37398.0,37398.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2020",60857.0,60857.0,23681.0,23681.0,54176.0,54176.0,1876.0,1876.0,376.0,376.0,226.0,226.0,1156.0,1156.0,1537.0,1537.0,85.0,85.0,89.0,89.0,3.1,3.1,0.6,0.6,0.4,0.4,1.9,1.9,2.5,2.5,27933.0,27933.0
India,Telangana,36,"Calendar Year (Jan - Dec), 2021",59615.0,59615.0,24824.0,24824.0,54343.0,54343.0,1759.0,1759.0,428.0,428.0,268.0,268.0,639.0,639.0,576.0,576.0,41.6,41.6,91.2,91.2,3.0,3.0,0.7,0.7,0.4,0.4,1.1,1.1,1.0,1.0,,
India,Telangana,36,"Calendar Year (Jan - Dec), 2022",71488.0,71488.0,29237.0,29237.0,65586.0,65586.0,1659.0,1659.0,345.0,345.0,287.0,287.0,964.0,964.0,477.0,477.0,40.9,40.9,91.7,91.7,2.3,2.3,0.5,0.5,0.4,0.4,1.3,1.3,0.7,0.7,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2018",260.071634017,260.071634017,88.4768511017,88.4768511017,213.7661967408,213.7661967408,6.0807329064,6.0807329064,5.2932998681,5.2932998681,1.6404854963,1.6404854963,0.9624181578,0.9624181578,32.3285008475,32.3285008475,67.0,67.0,82.0,82.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,12.0,12.0,131.5669368051,131.5669368051
India,Ladakh,37,"Calendar Year (Jan - Dec), 2019",412.0,412.0,102.0,102.0,356.0,356.0,23.0,23.0,1.0,1.0,0.0,0.0,0.0,0.0,32.0,32.0,49.0,49.0,86.0,86.0,5.6,5.6,0.2,0.2,0.0,0.0,0.0,0.0,7.8,7.8,210.0,210.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2020",243.0,243.0,56.0,56.0,188.0,188.0,19.0,19.0,4.0,4.0,2.0,2.0,1.0,1.0,18.0,18.0,44.0,44.0,77.0,77.0,7.8,7.8,1.6,1.6,0.8,0.8,0.4,0.4,7.4,7.4,127.0,127.0
India,Ladakh,37,"Calendar Year (Jan - Dec), 2021",320.0,320.0,124.0,124.0,263.0,263.0,22.0,22.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,5.0,38.8,38.8,82.2,82.2,6.9,6.9,1.3,1.3,0.6,0.6,0.9,0.9,1.6,1.6,,
India,Ladakh,37,"Calendar Year (Jan - Dec), 2022",343.0,343.0,191.0,191.0,301.0,301.0,16.0,16.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,55.7,55.7,87.8,87.8,4.7,4.7,0.3,0.3,0.6,0.6,0.6,0.6,0.0,0.0,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2018",952.0,952.0,247.0,247.0,848.0,848.0,29.0,29.0,37.0,37.0,6.0,6.0,15.0,15.0,17.0,17.0,73.5852084262,73.5852084262,86.4317858735,86.4317858735,3.0,3.0,5.6761605948,5.6761605948,1.0,1.0,2.2613690211,2.2613690211,2.2613690211,2.2613690211,324.0,324.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2019",984.0,984.0,311.0,311.0,906.0,906.0,25.0,25.0,25.0,25.0,3.0,3.0,8.0,8.0,17.0,17.0,82.0,82.0,92.0,92.0,2.5,2.5,2.5,2.5,0.3,0.3,0.8,0.8,1.7,1.7,378.0,378.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2020",735.0,735.0,285.0,285.0,686.0,686.0,17.0,17.0,5.0,5.0,2.0,2.0,2.0,2.0,8.0,8.0,91.0,91.0,93.0,93.0,2.3,2.3,0.7,0.7,0.3,0.3,0.3,0.3,1.1,1.1,314.0,314.0
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2021",730.0,730.0,273.0,273.0,675.0,675.0,30.0,30.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,37.4,37.4,92.5,92.5,4.1,4.1,0.3,0.3,0.3,0.3,0.5,0.5,0.3,0.3,,
India,The Dadra And Nagar Haveli And Daman And Diu,38,"Calendar Year (Jan - Dec), 2022",895.0,895.0,331.0,331.0,844.0,844.0,23.0,23.0,1.0,1.0,2.0,2.0,10.0,10.0,0.0,0.0,37.0,37.0,94.3,94.3,2.6,2.6,0.1,0.1,0.2,0.2,1.1,1.1,0.0,0.0,,
