Country,StateName,StateCode,Year,TRU,D7298_3,D7298_4,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_sum,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_avg,Estimated_number_of_hospitalisation_cases_sum,Estimated_number_of_hospitalisation_cases_avg,Sample_number_of_hospitalisation_cases_sum,Sample_number_of_hospitalisation_cases_avg
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,5328.0,5328.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1262.0,1262.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,15761.0,15761.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),11860.0,11860.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,8683.0,8683.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,1170.0,1170.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,23395.0,23395.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),17171.0,17171.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,6796.0,6796.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,1211.0,1211.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,19793.0,19793.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),14682.0,14682.0,12382.0,12382.0,1647.0,1647.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,18160.0,18160.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,1126.0,1126.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,18514.0,18514.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),13733.0,13733.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,7949.0,7949.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1282.0,1282.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,26197.0,26197.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),18842.0,18842.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,14607.0,14607.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,1210.0,1210.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,22648.0,22648.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),16454.0,16454.0,18709.0,18709.0,2714.0,2714.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,29601.0,29601.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,923.0,923.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,24955.0,24955.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),17424.0,17424.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,6337.0,6337.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,1470.0,1470.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,31974.0,31974.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),22094.0,22094.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,24019.0,24019.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,1208.0,1208.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,28883.0,28883.0,6327.0,6327.0,1067.0,1067.0
India,Andhra Pradesh,28,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),19920.0,19920.0,6327.0,6327.0,1067.0,1067.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,32703.0,32703.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,2779.0,2779.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,11963.0,11963.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),9104.0,9104.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,13464.0,13464.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,3972.0,3972.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,18741.0,18741.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),13987.0,13987.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,17999.0,17999.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3445.0,3445.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,15912.0,15912.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),11930.0,11930.0,9915.0,9915.0,1405.0,1405.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,28502.0,28502.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3077.0,3077.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,15745.0,15745.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),12450.0,12450.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,12699.0,12699.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4024.0,4024.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,23069.0,23069.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),17943.0,17943.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,18853.0,18853.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3591.0,3591.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,19919.0,19919.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),15546.0,15546.0,15780.0,15780.0,2713.0,2713.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,25868.0,25868.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,3906.0,3906.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,20580.0,20580.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),17606.0,17606.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,9697.0,9697.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,4211.0,4211.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,29324.0,29324.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),25138.0,25138.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,20350.0,20350.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,4056.0,4056.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,25412.0,25412.0,5865.0,5865.0,1308.0,1308.0
India,Karnataka,29,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),21657.0,21657.0,5865.0,5865.0,1308.0,1308.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,0.0,0.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1208.0,1208.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,35885.0,35885.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),7458.0,7458.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,0.0,0.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,2334.0,2334.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,34454.0,34454.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),6302.0,6302.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,0.0,0.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,1818.0,1818.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,35267.0,35267.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),6850.0,6850.0,165.0,165.0,100.0,100.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,0.0,0.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3661.0,3661.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,38192.0,38192.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),14291.0,14291.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,0.0,0.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,1868.0,1868.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,21114.0,21114.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),9281.0,9281.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,0.0,0.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,2888.0,2888.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,29370.0,29370.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),11983.0,11983.0,615.0,615.0,266.0,266.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,4613.0,4613.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,38562.0,38562.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),16403.0,16403.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,0.0,0.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,1508.0,1508.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,19661.0,19661.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),10597.0,10597.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,0.0,0.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3457.0,3457.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,28584.0,28584.0,450.0,450.0,166.0,166.0
India,Goa,30,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),13867.0,13867.0,450.0,450.0,166.0,166.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,20000.0,20000.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,711.0,711.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,19603.0,19603.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),4574.0,4574.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,8750.0,8750.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,271.0,271.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,41553.0,41553.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),9908.0,9908.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,14594.0,14594.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,512.0,512.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,35823.0,35823.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),7223.0,7223.0,10.0,10.0,50.0,50.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,20000.0,20000.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,406.0,406.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,31673.0,31673.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),8432.0,8432.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,8750.0,8750.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,120.0,120.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,43525.0,43525.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),12882.0,12882.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,14594.0,14594.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,287.0,287.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,37459.0,37459.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),10383.0,10383.0,30.0,30.0,149.0,149.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,268.0,268.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,32848.0,32848.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),9971.0,9971.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,0.0,0.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,35.0,35.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,44229.0,44229.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),14557.0,14557.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,0.0,0.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,175.0,175.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,37803.0,37803.0,21.0,21.0,99.0,99.0
India,Lakshadweep,31,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),11857.0,11857.0,21.0,21.0,99.0,99.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,8129.0,8129.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,3144.0,3144.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,20237.0,20237.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),13359.0,13359.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,19998.0,19998.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,4451.0,4451.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,27810.0,27810.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),17816.0,17816.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,14938.0,14938.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3820.0,3820.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,23862.0,23862.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),15574.0,15574.0,18767.0,18767.0,2169.0,2169.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,11928.0,11928.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3030.0,3030.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,21988.0,21988.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),14580.0,14580.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,21358.0,21358.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4201.0,4201.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,29959.0,29959.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),19500.0,19500.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,17337.0,17337.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3643.0,3643.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,25970.0,25970.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),17098.0,17098.0,31563.0,31563.0,3918.0,3918.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,15490.0,15490.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,2835.0,2835.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,24713.0,24713.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),16512.0,16512.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,22634.0,22634.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3804.0,3804.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,32694.0,32694.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),21803.0,21803.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,19587.0,19587.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,3353.0,3353.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,28934.0,28934.0,12796.0,12796.0,1749.0,1749.0
India,Kerala,32,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),19334.0,19334.0,12796.0,12796.0,1749.0,1749.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,8428.0,8428.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,522.0,522.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,24098.0,24098.0,11738.0,11738.0,2128.0,2128.0
India,Tamil Nadu,33,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),10851.0,10851.0,11738.0,11738.0,2128.0,2128.0
