Country,StateName,StateCode,Year,TRU,D7298_3,D7298_4,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_sum,Average_out_of_pocket_medical_expenditure_per_hospitalisation_case_for_treatment_during_stay_at_hospital_avg,Estimated_number_of_hospitalisation_cases_sum,Estimated_number_of_hospitalisation_cases_avg,Sample_number_of_hospitalisation_cases_sum,Sample_number_of_hospitalisation_cases_avg
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,10877.0,10877.0,11541.0,11541.0,2498.0,2498.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,4051.0,4051.0,11541.0,11541.0,2498.0,2498.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,17458.0,17458.0,11541.0,11541.0,2498.0,2498.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),12258.0,12258.0,11541.0,11541.0,2498.0,2498.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,9760.0,9760.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,3262.0,3262.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,18003.0,18003.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),12704.0,12704.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,10566.0,10566.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,4848.0,4848.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,30826.0,30826.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),22448.0,22448.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,10161.0,10161.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,4000.0,4000.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,24602.0,24602.0,1295.0,1295.0,847.0,847.0
India,Bihar,10,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),17560.0,17560.0,1295.0,1295.0,847.0,847.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,0.0,0.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,3413.0,3413.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,20534.0,20534.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),6520.0,6520.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,0.0,0.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,2799.0,2799.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,17818.0,17818.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),5387.0,5387.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,0.0,0.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3165.0,3165.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,19332.0,19332.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),6058.0,6058.0,122.0,122.0,350.0,350.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,0.0,0.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3358.0,3358.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,18935.0,18935.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),6692.0,6692.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,0.0,0.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,2686.0,2686.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,18129.0,18129.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),5477.0,5477.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,0.0,0.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3080.0,3080.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,18541.0,18541.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),6194.0,6194.0,152.0,152.0,446.0,446.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,3064.0,3064.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,15439.0,15439.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),7418.0,7418.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,0.0,0.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,2212.0,2212.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,19126.0,19126.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),5834.0,5834.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,0.0,0.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,2669.0,2669.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,16554.0,16554.0,30.0,30.0,96.0,96.0
India,Sikkim,11,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),6759.0,6759.0,30.0,30.0,96.0,96.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,6966.0,6966.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,3609.0,3609.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,14121.0,14121.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),4309.0,4309.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,4624.0,4624.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,3931.0,3931.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,12126.0,12126.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),4527.0,4527.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,5770.0,5770.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,3780.0,3780.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,12978.0,12978.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),4426.0,4426.0,359.0,359.0,559.0,559.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,6814.0,6814.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,3930.0,3930.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,16936.0,16936.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),4738.0,4738.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,5063.0,5063.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,3888.0,3888.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,12894.0,12894.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),4576.0,4576.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,5885.0,5885.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3908.0,3908.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,14559.0,14559.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),4652.0,4652.0,426.0,426.0,841.0,841.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,6026.0,6026.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,5504.0,5504.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,36330.0,36330.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),6878.0,6878.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,6559.0,6559.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3635.0,3635.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,16406.0,16406.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),4851.0,4851.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,6354.0,6354.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,4596.0,4596.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,23008.0,23008.0,67.0,67.0,282.0,282.0
India,Arunachal Pradesh,12,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),5864.0,5864.0,67.0,67.0,282.0,282.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,0.0,0.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,4770.0,4770.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,13456.0,13456.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),6229.0,6229.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,5531.0,5531.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,4121.0,4121.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,12729.0,12729.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),5475.0,5475.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,5531.0,5531.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,4438.0,4438.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,13098.0,13098.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),5845.0,5845.0,141.0,141.0,430.0,430.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,0.0,0.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,4904.0,4904.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,16262.0,16262.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),7717.0,7717.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,5531.0,5531.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4216.0,4216.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,15690.0,15690.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),7435.0,7435.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,5531.0,5531.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,4557.0,4557.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,15949.0,15949.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),7572.0,7572.0,208.0,208.0,638.0,638.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,5327.0,5327.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,18713.0,18713.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),10992.0,10992.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,0.0,0.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,4561.0,4561.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,17462.0,17462.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),11417.0,11417.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,0.0,0.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,4961.0,4961.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,17980.0,17980.0,67.0,67.0,208.0,208.0
India,Nagaland,13,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),11217.0,11217.0,67.0,67.0,208.0,208.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,12310.0,12310.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,5763.0,5763.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,34714.0,34714.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),9623.0,9623.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,11200.0,11200.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,6070.0,6070.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,78252.0,78252.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),18487.0,18487.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,12222.0,12222.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,5912.0,5912.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,59194.0,59194.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),13977.0,13977.0,367.0,367.0,703.0,703.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,12310.0,12310.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,6543.0,6543.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,34088.0,34088.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),11670.0,11670.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,8569.0,8569.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,7090.0,7090.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,60938.0,60938.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),18263.0,18263.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,11861.0,11861.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,6821.0,6821.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,48642.0,48642.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),15043.0,15043.0,572.0,572.0,1310.0,1310.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,0.0,0.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,8438.0,8438.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,33531.0,33531.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),15796.0,15796.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,4000.0,4000.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,8929.0,8929.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Private,42895.0,42895.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Male,all (incl.n.r),17902.0,17902.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Charitable/NGO/trust run,4000.0,4000.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Govt./Public,8712.0,8712.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Person,Private,38424.0,38424.0,205.0,205.0,607.0,607.0
India,Manipur,14,"Agriculture Year (Jul - Jun), 2017",Urban,Person,all (incl.n.r),16950.0,16950.0,205.0,205.0,607.0,607.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Charitable/NGO/trust run,3078.0,3078.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Govt./Public,1813.0,1813.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Female,Private,5867.0,5867.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Female,all (incl.n.r),2188.0,2188.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Charitable/NGO/trust run,11288.0,11288.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Govt./Public,4396.0,4396.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Male,Private,10758.0,10758.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Male,all (incl.n.r),5058.0,5058.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Charitable/NGO/trust run,6921.0,6921.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Govt./Public,2944.0,2944.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Person,Private,7970.0,7970.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Rural,Person,all (incl.n.r),3444.0,3444.0,130.0,130.0,372.0,372.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Female,Charitable/NGO/trust run,7521.0,7521.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Female,Govt./Public,2258.0,2258.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Female,Private,13748.0,13748.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Female,all (incl.n.r),4093.0,4093.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Male,Charitable/NGO/trust run,3357.0,3357.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Male,Govt./Public,4125.0,4125.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Male,Private,9002.0,9002.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Male,all (incl.n.r),4936.0,4936.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Person,Charitable/NGO/trust run,5558.0,5558.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Person,Govt./Public,3089.0,3089.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Person,Private,11324.0,11324.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Total,Person,all (incl.n.r),4478.0,4478.0,250.0,250.0,840.0,840.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Charitable/NGO/trust run,8586.0,8586.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Govt./Public,2901.0,2901.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Female,Private,17761.0,17761.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Female,all (incl.n.r),6315.0,6315.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Charitable/NGO/trust run,1489.0,1489.0,120.0,120.0,468.0,468.0
India,Mizoram,15,"Agriculture Year (Jul - Jun), 2017",Urban,Male,Govt./Public,3761.0,3761.0,120.0,120.0,468.0,468.0
