StateCode,StateName,Year,success_rate,ltfu_rate,death_rate,failure_rate,tb_patients_notified,success_rate_public,ltfu_rate_public,death_rate_public,success_rate_private,ltfu_rate_private,death_rate_private,notification_achievement,notification_target,notification_achievement_rate,presumptive_cases_examined,presumptive_examination_rate,population,drtb_pct,tb_hiv_coinfected_pct,tb_dm_coinfected_pct,tb_tobacco_pct,lab_tech_fill_rate,phc_doctor_fill_rate,chc_specialist_fill_rate,anm_fill_rate,pharmacist_fill_rate,state_category,expenditure_rural_health,expenditure_urban_health,expenditure_public_health,stunting_pct,underweight_pct,improved_sanitation_pct,improved_water_pct,health_insurance_coverage_pct,tobacco_use_men_pct,oop_per_hospitalisation,barrier_financial_pct,barrier_services_unavailable_pct,barrier_distance_pct,barrier_quality_pct,treatment_from_govt_pct,treatment_from_private_pct
30,Goa,2018,70.0,3.0,3.0,1.0,2240.0,80.0,4.0,4.0,38.0,0.0,0.0,859.0,2306.0,0.3725065047701648,17975.0,1180.0,15.22877,,,,,,,,,,Major (Non EAG States),1982221.0,4688759.0,487223.0,26.25,24.55,87.7,98.4,66.3,17.9,11983.0,0.0,19.4,3.8,20.9,69.3,28.4
30,Goa,2019,79.0,5.5,3.2,0.6,2271.0,80.0,3.9,3.6,77.0,12.2,1.6,1031.0,3000.0,0.3436666666666667,18666.0,1212.0,15.4,,,,,0.032258064516129,0.0,0.0,0.1883116883116883,0.0465116279069767,Major (Non EAG States),2452005.0,5067431.0,803682.0,26.25,24.55,87.7,98.4,66.3,17.9,11983.0,0.0,19.4,3.8,20.9,69.3,28.4
30,Goa,2020,84.0,3.0,5.6,0.5,1584.0,83.0,2.6,6.6,92.0,4.9,1.6,1007.0,3200.0,0.3146875,12885.0,836.0,15.4,,3.0,,,0.0,0.0,0.0,0.0,0.0,,,,,26.25,24.55,87.7,98.4,66.3,17.9,11983.0,0.0,19.4,3.8,20.9,69.3,28.4
30,Goa,2021,80.1,3.1,9.0,0.8,1948.0,77.6,3.7,9.7,90.1,1.0,6.1,1922.0,3200.0,0.600625,13454.0,868.0,16.0,,,16.0,2.5,0.0,0.09375,0.6875,0.1275167785234899,0.0666666666666666,,,,,26.25,24.55,87.7,98.4,66.3,17.9,11983.0,0.0,19.4,3.8,20.9,69.3,28.4
30,Goa,2022,74.3,4.4,8.6,0.9,1996.0,74.0,4.6,9.9,75.5,3.3,3.3,1843.0,2400.0,0.7679166666666667,20528.0,1316.0,15.6,2.7,,19.0,5.5,0.0,0.1081081081081081,0.9090909090909092,0.2601279317697228,0.108695652173913,,,,,26.25,24.55,87.7,98.4,66.3,17.9,11983.0,0.0,19.4,3.8,20.9,69.3,28.4
31,Lakshadweep,2018,95.0,0.0,0.0,0.0,19.0,95.0,0.0,0.0,,,,4.0,25.0,0.16,941.0,1429.0,0.65864,,,,,,,,,,,,,,33.15,23.45,99.85,90.65,62.55,31.85,10383.0,0.0,50.3,6.3,4.4,61.2,37.5
31,Lakshadweep,2019,64.0,0.0,9.1,0.0,22.0,64.0,0.0,9.1,,,,4.0,30.0,0.1333333333333333,805.0,1218.0,0.7,,,,,0.0,0.0,,0.0,0.0,,,,,33.15,23.45,99.85,90.65,62.55,31.85,10383.0,0.0,50.3,6.3,4.4,61.2,37.5
31,Lakshadweep,2020,88.0,0.0,0.0,0.0,17.0,88.0,0.0,0.0,,,,9.0,20.0,0.45,1152.0,1738.0,0.7,,0.0,,,0.0,0.0,0.0,0.0,0.0,,,,,33.15,23.45,99.85,90.65,62.55,31.85,10383.0,0.0,50.3,6.3,4.4,61.2,37.5
31,Lakshadweep,2021,90.0,0.0,5.0,0.0,20.0,90.0,0.0,5.0,,,,9.0,0.0,,1045.0,1572.0,1.0,,,21.0,5.5,0.1666666666666666,0.0,0.0,0.0769230769230769,0.2142857142857142,,,,,33.15,23.45,99.85,90.65,62.55,31.85,10383.0,0.0,50.3,6.3,4.4,61.2,37.5
31,Lakshadweep,2022,100.0,0.0,0.0,0.0,21.0,100.0,0.0,0.0,,,,10.0,20.0,0.5,2623.0,3933.0,0.67,,,40.0,0.0,0.0,0.0,0.0,0.0222222222222222,0.1333333333333333,,,,,33.15,23.45,99.85,90.65,62.55,31.85,10383.0,0.0,50.3,6.3,4.4,61.2,37.5
32,Kerala,2018,88.0,2.0,5.0,1.0,24572.0,89.0,2.0,5.0,,,,24106.0,31986.0,0.7536422184705809,478758.0,1400.0,342.08129,,,,,,,,,,Major (Non EAG States),10115870.0,24125195.0,10986819.0,23.25,19.65,98.75,95.0,51.3,16.8,17098.0,0.0,17.7,7.6,13.3,39.8,55.4
32,Kerala,2019,83.0,1.9,7.2,0.8,25267.0,83.0,1.9,7.2,81.0,1.9,7.2,25291.0,32000.0,0.79034375,503342.0,1466.0,343.3,,,,,0.0,0.0,0.0,0.0,0.0,Major (Non EAG States),10080331.0,24125670.0,17868865.0,23.25,19.65,98.75,95.0,51.3,16.8,17098.0,0.0,17.7,7.6,13.3,39.8,55.4
32,Kerala,2020,81.0,1.8,8.1,0.6,20641.0,82.0,1.8,7.8,78.0,2.1,9.8,20627.0,28000.0,0.7366785714285714,257917.0,749.0,344.4,,1.0,,,0.0374787052810902,0.1689571544058205,0.0989583333333333,0.0447206974491443,0.1303370786516854,,,,,23.25,19.65,98.75,95.0,51.3,16.8,17098.0,0.0,17.7,7.6,13.3,39.8,55.4
32,Kerala,2021,79.5,2.2,8.1,0.7,21886.0,80.8,2.1,7.9,71.6,2.9,9.5,21772.0,28000.0,0.7775714285714286,228096.0,660.0,346.0,,,31.0,11.0,0.0362844702467343,0.046,0.0,0.1240713224368499,0.0283333333333333,,,,,23.25,19.65,98.75,95.0,51.3,16.8,17098.0,0.0,17.7,7.6,13.3,39.8,55.4
32,Kerala,2022,81.8,2.6,8.4,0.6,23135.0,82.7,2.4,8.3,75.1,4.3,9.2,23535.0,24000.0,0.980625,395812.0,1141.0,346.78,1.4,,33.0,10.5,0.0218579234972677,0.039002557544757,0.04,0.1789383561643835,0.0083402835696413,,,,,23.25,19.65,98.75,95.0,51.3,16.8,17098.0,0.0,17.7,7.6,13.3,39.8,55.4
33,Tamil Nadu,2018,84.0,3.0,4.0,1.0,101101.0,85.0,4.0,5.0,82.0,2.0,1.0,94374.0,153710.0,0.6139743673150738,994312.0,1253.0,793.38612,,,,,,,,,,Major (Non EAG States),12266473.0,43810453.0,6053778.0,24.7,21.75,73.05,98.6,66.25,20.0,15835.0,0.1,16.1,8.9,30.6,49.3,47.8
33,Tamil Nadu,2019,83.0,3.0,4.9,0.5,109772.0,84.0,3.1,5.7,81.0,2.7,2.5,107890.0,140000.0,0.7706428571428572,1133993.0,1411.0,803.7,,,,,0.5213675213675214,0.3751758087201125,,0.1034575662325999,0.2310876928867143,Major (Non EAG States),13801215.0,43881323.0,6247199.0,24.7,21.75,73.05,98.6,66.25,20.0,15835.0,0.1,16.1,8.9,30.6,49.3,47.8
33,Tamil Nadu,2020,83.0,2.5,5.9,0.5,68943.0,82.0,2.2,6.4,83.0,3.6,4.1,68601.0,145000.0,0.4731103448275862,644301.0,792.0,814.0,,4.0,,,0.3776709401709401,0.0900537634408602,0.2852664576802508,0.1267898767898768,0.1305540318156884,,,,,24.7,21.75,73.05,98.6,66.25,20.0,15835.0,0.1,16.1,8.9,30.6,49.3,47.8
33,Tamil Nadu,2021,83.1,2.8,6.0,0.6,82684.0,83.1,2.6,6.6,83.1,3.9,3.6,81199.0,145000.0,0.5599931034482759,785646.0,953.0,824.0,,,25.0,14.5,0.2376926902038786,0.0889334670678702,0.2300613496932515,0.0484577637574483,0.1624933404368673,,,,,24.7,21.75,73.05,98.6,66.25,20.0,15835.0,0.1,16.1,8.9,30.6,49.3,47.8
33,Tamil Nadu,2022,85.8,2.5,5.6,0.6,93657.0,85.1,2.6,6.1,88.8,2.5,3.2,92736.0,120000.0,0.7728,1773904.0,2290.0,774.5,2.8,,27.0,13.0,0.2216162617749132,0.0884125920964501,0.2611275964391691,0.0566827404239832,0.1571656899307405,,,,,24.7,21.75,73.05,98.6,66.25,20.0,15835.0,0.1,16.1,8.9,30.6,49.3,47.8
34,Puducherry,2018,86.0,3.0,6.0,1.0,1542.0,86.0,3.0,6.0,90.0,0.0,0.0,2182.0,2643.0,0.8255769958380628,29934.0,2078.0,14.40247,,,,,,,,,,Union Territories,503393.0,3249662.0,318666.0,18.65,14.8,81.9,99.9,30.25,15.55,19646.0,0.0,29.2,10.6,20.5,68.8,30.3
34,Puducherry,2019,81.0,2.7,7.4,1.4,1565.0,81.0,2.8,7.4,33.0,0.0,0.0,2994.0,3650.0,0.8202739726027397,31827.0,2168.0,14.7,,,,,0.0,0.0,,,0.0,Union Territories,530982.0,3571977.0,336624.0,18.65,14.8,81.9,99.9,30.25,15.55,19646.0,0.0,29.2,10.6,20.5,68.8,30.3
34,Puducherry,2020,81.0,2.3,6.6,1.1,1220.0,81.0,2.3,6.6,100.0,0.0,0.0,1599.0,4500.0,0.3553333333333333,12006.0,802.0,15.0,,2.0,,,0.0666666666666666,0.0,1.0,0.0083333333333333,0.0,,,,,18.65,14.8,81.9,99.9,30.25,15.55,19646.0,0.0,29.2,10.6,20.5,68.8,30.3
34,Puducherry,2021,80.6,2.4,5.4,1.8,1369.0,80.6,2.4,5.4,,,,2982.0,4500.0,0.6626666666666666,15411.0,1011.0,15.0,,,28.0,8.0,0.0666666666666666,0.0,1.0,0.0083333333333333,0.0,,,,,18.65,14.8,81.9,99.9,30.25,15.55,19646.0,0.0,29.2,10.6,20.5,68.8,30.3
34,Puducherry,2022,81.8,2.7,7.7,1.3,1485.0,81.9,2.7,7.8,50.0,0.0,0.0,3348.0,4900.0,0.683265306122449,26451.0,1703.0,15.53,10.2,,30.0,15.0,0.0666666666666666,0.0,,0.0,,,,,,18.65,14.8,81.9,99.9,30.25,15.55,19646.0,0.0,29.2,10.6,20.5,68.8,30.3
35,Andaman And Nicobar Islands,2018,88.0,3.0,2.0,1.0,523.0,88.0,3.0,2.0,90.0,5.0,0.0,149.0,667.0,0.2233883058470764,6163.0,1590.0,3.87466,,,,,,,,,,Union Territories,,,,22.3,23.1,88.0,96.65,1.5,55.55,16379.0,0.0,20.6,5.2,43.4,85.5,14.2
35,Andaman And Nicobar Islands,2019,84.0,3.2,4.5,0.0,554.0,84.0,3.1,4.6,73.0,9.1,0.0,167.0,550.0,0.3036363636363636,5822.0,1498.0,3.9,,,,,0.1739130434782608,0.1904761904761904,1.0,0.04,0.0754716981132075,Union Territories,,,,22.3,23.1,88.0,96.65,1.5,55.55,16379.0,0.0,20.6,5.2,43.4,85.5,14.2
35,Andaman And Nicobar Islands,2020,85.0,1.4,3.7,0.7,434.0,85.0,1.4,3.7,,,,221.0,600.0,0.3683333333333333,3682.0,945.0,3.9,,1.0,,,0.0,0.0,,0.0,0.0,,,,,22.3,23.1,88.0,96.65,1.5,55.55,16379.0,0.0,20.6,5.2,43.4,85.5,14.2
35,Andaman And Nicobar Islands,2021,86.7,2.5,2.7,0.4,480.0,86.8,2.5,2.5,0.0,0.0,100.0,479.0,600.0,0.7983333333333333,6024.0,1542.0,4.0,,,20.0,20.0,0.1111111111111111,0.0566037735849056,0.75,0.0463917525773195,0.0,,,,,22.3,23.1,88.0,96.65,1.5,55.55,16379.0,0.0,20.6,5.2,43.4,85.5,14.2
35,Andaman And Nicobar Islands,2022,85.0,3.1,2.8,1.6,508.0,85.1,3.2,2.8,75.0,0.0,0.0,470.0,530.0,0.8867924528301887,16075.0,4103.0,3.92,6.9,,20.0,8.5,0.1111111111111111,0.0566037735849056,0.75,0.0486486486486486,0.2682926829268293,,,,,22.3,23.1,88.0,96.65,1.5,55.55,16379.0,0.0,20.6,5.2,43.4,85.5,14.2
36,Telangana,2018,90.0,2.0,4.0,1.0,51318.0,90.0,2.0,4.0,91.0,1.0,2.0,50968.0,76916.0,0.6626449633366269,292774.0,790.0,370.61723,,,,,,,,,,Major (Non EAG States),5941215.0,25921115.0,3914995.0,31.9,30.4,77.35,98.9,58.95,20.85,22377.0,0.0,9.6,2.6,53.9,21.1,74.9
36,Telangana,2019,89.0,0.8,3.5,0.5,69076.0,88.0,1.0,3.9,93.0,0.5,2.5,70463.0,70000.0,1.0066142857142857,368374.0,990.0,372.2,,,,,0.1630012936610608,0.0326953748006379,0.5872,0.11827478879502,0.3451851851851852,Major (Non EAG States),5070395.0,25844112.0,5954078.0,31.9,30.4,77.35,98.9,58.95,20.85,22377.0,0.0,9.6,2.6,53.9,21.1,74.9
36,Telangana,2020,89.0,0.6,3.1,0.4,60857.0,87.0,0.6,3.4,92.0,0.6,2.4,61942.0,82000.0,0.755390243902439,262714.0,693.0,379.2,,4.0,,,0.1630012936610608,0.0326953748006379,0.5872,0.1170520231213872,0.3451851851851852,,,,,31.9,30.4,77.35,98.9,58.95,20.85,22377.0,0.0,9.6,2.6,53.9,21.1,74.9
36,Telangana,2021,91.2,0.7,3.0,0.4,59615.0,90.6,0.7,3.1,92.5,0.7,2.5,59877.0,82000.0,0.7302073170731708,253721.0,664.0,382.0,,,7.0,11.0,0.1630012936610608,0.0326953748006379,0.5872,0.1170520231213872,0.3451851851851852,,,,,31.9,30.4,77.35,98.9,58.95,20.85,22377.0,0.0,9.6,2.6,53.9,21.1,74.9
36,Telangana,2022,91.7,0.5,2.3,0.4,71488.0,91.1,0.6,2.7,93.7,0.2,1.2,72304.0,80000.0,0.9038,574341.0,1423.0,403.5,2.3,,7.0,9.5,0.165079365079365,0.3098106712564544,0.125,0.2635684647302904,0.0874587458745874,,,,,31.9,30.4,77.35,98.9,58.95,20.85,22377.0,0.0,9.6,2.6,53.9,21.1,74.9
37,Ladakh,2018,82.0,2.0,2.0,1.0,260.071634017,84.0,2.0,3.0,65.0,1.0,0.0,215.0,458.0,0.4694323144104803,2767.2803008965,883.0,3.1357099391,,,,,,,,,,Major (Non EAG States),117105.444707062,183251.3510385812,7894.5849099425,29.65,19.1,54.75,91.95,19.4,37.3,8724.0,0.0,15.4,1.2,47.2,89.8,5.6
37,Ladakh,2019,86.0,0.2,5.6,0.0,412.0,85.0,0.3,6.0,98.0,0.0,2.2,167.0,420.0,0.3976190476190476,2757.5686267583,864.0,3.1934784328,,,,,0.0394456289985744,0.4040207522710831,0.2965116279084448,0.1006047278726402,0.0104166666680404,Major (Non EAG States),137140.497215389,150204.0550659841,13731.0385893388,29.65,19.1,54.75,91.95,19.4,37.3,8724.0,0.0,15.4,1.2,47.2,89.8,5.6
37,Ladakh,2020,77.0,1.6,7.8,0.8,243.0,76.0,1.8,8.4,100.0,0.0,0.0,128.0,420.0,0.3047619047619048,2922.0,850.0,3.4,,0.0,,,0.0909090909090909,0.5652173913043478,0.5454545454545454,0.0,0.0833333333333333,,,,,29.65,19.1,54.75,91.95,19.4,37.3,8724.0,0.0,15.4,1.2,47.2,89.8,5.6
37,Ladakh,2021,82.2,1.3,6.9,0.6,320.0,82.0,1.4,7.1,84.0,0.0,4.0,286.0,560.0,0.5107142857142857,3974.0,1137.0,3.0,,,1.0,0.5,0.1538461538461538,0.5161290322580645,0.7777777777777778,0.1757322175732217,0.1341463414634146,,,,,29.65,19.1,54.75,91.95,19.4,37.3,8724.0,0.0,15.4,1.2,47.2,89.8,5.6
37,Ladakh,2022,87.8,0.3,4.7,0.6,343.0,88.3,0.3,4.8,72.7,0.0,0.0,324.0,350.0,0.9257142857142856,10530.0,4099.0,2.57,1.4,,5.0,1.5,0.2,0.5,0.5555555555555556,0.2084367245657568,0.064516129032258,,,,,29.65,19.1,54.75,91.95,19.4,37.3,8724.0,0.0,15.4,1.2,47.2,89.8,5.6
38,The Dadra And Nagar Haveli And Daman And Diu,2018,86.4317858735,5.6761605948,3.0,1.0,952.0,85.4317858735,6.3068451054,3.3693154895,97.3693154895,1.8920535316,0.0,665.0,1309.0,0.5080213903743316,13135.0,1718.0,7.55401,,,,,,,,,,Union Territories,,,,39.3,38.55,65.9,95.55,52.9,38.55,13964.7076144477,0.0,3.9971518215,1.8835089963,37.8486854024,36.6333905326,63.3666094674
38,The Dadra And Nagar Haveli And Daman And Diu,2019,92.0,2.5,2.5,0.3,984.0,91.0,2.8,2.8,97.0,1.3,1.3,839.0,1475.0,0.5688135593220339,15410.0,2017.0,7.9,,,,,0.0869565217391304,0.25,,0.0329670329670329,0.1818181818181818,Union Territories,,,,39.3,38.55,65.9,95.55,52.9,38.55,13964.7076144477,0.0,3.9971518215,1.8835089963,37.8486854024,36.6333905326,63.3666094674
38,The Dadra And Nagar Haveli And Daman And Diu,2020,93.0,0.7,2.3,0.3,735.0,93.0,0.8,2.4,95.0,0.0,1.4,593.0,1600.0,0.370625,11635.0,1447.0,8.0,,0.0,,,0.0,0.0,0.5,0.0,0.0,,,,,39.3,38.55,65.9,95.55,52.9,38.55,13964.7076144477,0.0,3.9971518215,1.8835089963,37.8486854024,36.6333905326,63.3666094674
38,The Dadra And Nagar Haveli And Daman And Diu,2021,92.5,0.3,4.1,0.3,730.0,92.1,0.3,4.3,98.0,0.0,2.0,964.0,1020.0,0.9450980392156862,15868.0,1915.0,8.0,,,5.0,12.5,0.0,0.0,,0.0,0.0,,,,,39.3,38.55,65.9,95.55,52.9,38.55,13964.7076144477,0.0,3.9971518215,1.8835089963,37.8486854024,36.6333905326,63.3666094674
38,The Dadra And Nagar Haveli And Daman And Diu,2022,94.3,0.1,2.6,0.2,895.0,93.9,0.1,2.8,98.6,0.0,0.0,1248.0,1100.0,1.1345454545454543,25140.0,2945.0,8.54,3.0,,5.0,7.5,0.0,0.0,,0.0231213872832369,0.0,,,,,39.3,38.55,65.9,95.55,52.9,38.55,13964.7076144477,0.0,3.9971518215,1.8835089963,37.8486854024,36.6333905326,63.3666094674
